source_locator,priority_tier,set_code,collector_number,top10_core,minimum_archetype_rank,archetype_count,archetypes,archetype_ranks,archetype_quantities,anki_tags,limitless_card_url,resolved_name,mechanical_card_key,resolution_status
SSP-56,top10_core,SSP,56,True,5,5,Raging Bolt | Basic Box | Beedrill | Lillie's Clefairy | Tera Box,5 | 9 | 12 | 21 | 31,Raging Bolt:1 | Basic Box:1 | Beedrill:1 | Lillie's Clefairy:1 | Tera Box:1,ptcg::archetype::raging_bolt ptcg::archetype::basic_box ptcg::archetype::beedrill ptcg::archetype::lillie_s_clefairy ptcg::archetype::tera_box ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/SSP/56,,,unresolved_print_locator
SSP-76,top10_core,SSP,76,True,5,14,Raging Bolt | Slowking | Basic Box | Greninja | Lillie's Clefairy | Steven's Metagross | Mega Diancie | Kangaskhan Bouffalant | Tera Box | Mega Absol Box | Flareon | Mega Manectric | Bronzong | Joltik Box,5 | 6 | 9 | 20 | 21 | 26 | 27 | 28 | 31 | 32 | 33 | 38 | 44 | 45,Raging Bolt:2 | Slowking:2 | Basic Box:2 | Greninja:1 | Lillie's Clefairy:3 | Steven's Metagross:1 | Mega Diancie:1 | Kangaskhan Bouffalant:2 | Tera Box:1 | Mega Absol Box:1 | Flareon:1 | Mega Manectric:2 | Bronzong:1 | Joltik Box:2,ptcg::archetype::raging_bolt ptcg::archetype::slowking ptcg::archetype::basic_box ptcg::archetype::greninja ptcg::archetype::lillie_s_clefairy ptcg::archetype::steven_s_metagross ptcg::archetype::mega_diancie ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::tera_box ptcg::archetype::mega_absol_box ptcg::archetype::flareon ptcg::archetype::mega_manectric ptcg::archetype::bronzong ptcg::archetype::joltik_box ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/SSP/76,,,unresolved_print_locator
TEF-123,top10_core,TEF,123,True,5,2,Raging Bolt | Tera Box,5 | 31,Raging Bolt:2 | Tera Box:1,ptcg::archetype::raging_bolt ptcg::archetype::tera_box ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/TEF/123,,,unresolved_print_locator
TEF-145,top10_core,TEF,145,True,5,6,Raging Bolt | Slowking | Basic Box | Lillie's Clefairy | Kangaskhan Bouffalant | Okidogi,5 | 6 | 9 | 21 | 28 | 29,Raging Bolt:1 | Slowking:4 | Basic Box:1 | Lillie's Clefairy:2 | Kangaskhan Bouffalant:2 | Okidogi:1,ptcg::archetype::raging_bolt ptcg::archetype::slowking ptcg::archetype::basic_box ptcg::archetype::lillie_s_clefairy ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::okidogi ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/TEF/145,,,unresolved_print_locator
TEF-25,top10_core,TEF,25,True,5,3,Raging Bolt | Tera Box | Joltik Box,5 | 31 | 45,Raging Bolt:1 | Tera Box:1 | Joltik Box:1,ptcg::archetype::raging_bolt ptcg::archetype::tera_box ptcg::archetype::joltik_box ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/TEF/25,,,unresolved_print_locator
TWM-64,top10_core,TWM,64,True,5,7,Raging Bolt | Basic Box | Lillie's Clefairy | Tera Box | Eelektrik | Mega Manectric | Joltik Box,5 | 9 | 21 | 31 | 36 | 38 | 45,Raging Bolt:1 | Basic Box:1 | Lillie's Clefairy:2 | Tera Box:1 | Eelektrik:1 | Mega Manectric:2 | Joltik Box:2,ptcg::archetype::raging_bolt ptcg::archetype::basic_box ptcg::archetype::lillie_s_clefairy ptcg::archetype::tera_box ptcg::archetype::eelektrik ptcg::archetype::mega_manectric ptcg::archetype::joltik_box ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/TWM/64,,,unresolved_print_locator
CRI-61,top10_core,CRI,61,True,6,2,Slowking | Metagross,6 | 22,Slowking:2 | Metagross:2,ptcg::archetype::slowking ptcg::archetype::metagross ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/CRI/61,,,unresolved_print_locator
DRI-78,top10_core,DRI,78,True,6,1,Slowking,6,Slowking:1,ptcg::archetype::slowking ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/DRI/78,,,unresolved_print_locator
MEG-130,top10_core,MEG,130,True,6,11,Slowking | Crustle | Cynthia's Garchomp | Hop's Trevenant | Ethan's Typhlosion | Greninja | Mega Diancie | Kangaskhan Bouffalant | Bronzong | Palafin | Mega Charizard X,6 | 11 | 17 | 18 | 19 | 20 | 27 | 28 | 44 | 46 | 50,Slowking:1 | Crustle:1 | Cynthia's Garchomp:1 | Hop's Trevenant:1 | Ethan's Typhlosion:1 | Greninja:1 | Mega Diancie:1 | Kangaskhan Bouffalant:1 | Bronzong:1 | Palafin:2 | Mega Charizard X:1,ptcg::archetype::slowking ptcg::archetype::crustle ptcg::archetype::cynthia_s_garchomp ptcg::archetype::hop_s_trevenant ptcg::archetype::ethan_s_typhlosion ptcg::archetype::greninja ptcg::archetype::mega_diancie ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::bronzong ptcg::archetype::palafin ptcg::archetype::mega_charizard_x ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/MEG/130,,,unresolved_print_locator
PFL-94,top10_core,PFL,94,True,6,3,Slowking | Lillie's Clefairy | Mega Diancie,6 | 21 | 27,Slowking:3 | Lillie's Clefairy:3 | Mega Diancie:4,ptcg::archetype::slowking ptcg::archetype::lillie_s_clefairy ptcg::archetype::mega_diancie ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/PFL/94,,,unresolved_print_locator
SCR-57,top10_core,SCR,57,True,6,1,Slowking,6,Slowking:4,ptcg::archetype::slowking ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/SCR/57,,,unresolved_print_locator
SCR-58,top10_core,SCR,58,True,6,1,Slowking,6,Slowking:3,ptcg::archetype::slowking ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/SCR/58,,,unresolved_print_locator
SFA-47,top10_core,SFA,47,True,6,1,Slowking,6,Slowking:2,ptcg::archetype::slowking ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/SFA/47,,,unresolved_print_locator
SFA-54,top10_core,SFA,54,True,6,1,Slowking,6,Slowking:4,ptcg::archetype::slowking ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/SFA/54,,,unresolved_print_locator
TWM-166,top10_core,TWM,166,True,6,1,Slowking,6,Slowking:3,ptcg::archetype::slowking ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/TWM/166,,,unresolved_print_locator
WHT-80,top10_core,WHT,80,True,6,6,Slowking | Festival Lead | Ethan's Typhlosion | Metagross | Okidogi | Rocket's Spidops,6 | 13 | 19 | 22 | 29 | 40,Slowking:1 | Festival Lead:2 | Ethan's Typhlosion:2 | Metagross:1 | Okidogi:1 | Rocket's Spidops:2,ptcg::archetype::slowking ptcg::archetype::festival_lead ptcg::archetype::ethan_s_typhlosion ptcg::archetype::metagross ptcg::archetype::okidogi ptcg::archetype::rocket_s_spidops ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/WHT/80,,,unresolved_print_locator
JTG-121,top10_core,JTG,121,True,7,4,Mega Lucario | Mega Greninja | Mega Lopunny | Palafin,7 | 8 | 16 | 46,Mega Lucario:1 | Mega Greninja:1 | Mega Lopunny:1 | Palafin:1,ptcg::archetype::mega_lucario ptcg::archetype::mega_greninja ptcg::archetype::mega_lopunny ptcg::archetype::palafin ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/JTG/121,,,unresolved_print_locator
MEG-116,top10_core,MEG,116,True,7,5,Mega Lucario | Cynthia's Garchomp | Ceruledge | Okidogi | Bloodmoon Ursaluna,7 | 17 | 23 | 29 | 37,Mega Lucario:4 | Cynthia's Garchomp:3 | Ceruledge:4 | Okidogi:4 | Bloodmoon Ursaluna:4,ptcg::archetype::mega_lucario ptcg::archetype::cynthia_s_garchomp ptcg::archetype::ceruledge ptcg::archetype::okidogi ptcg::archetype::bloodmoon_ursaluna ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/MEG/116,,,unresolved_print_locator
MEG-124,top10_core,MEG,124,True,7,3,Mega Lucario | Cynthia's Garchomp | Okidogi,7 | 17 | 29,Mega Lucario:4 | Cynthia's Garchomp:2 | Okidogi:1,ptcg::archetype::mega_lucario ptcg::archetype::cynthia_s_garchomp ptcg::archetype::okidogi ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/MEG/124,,,unresolved_print_locator
MEG-74,top10_core,MEG,74,True,7,4,Mega Lucario | Ceruledge | Okidogi | Bloodmoon Ursaluna,7 | 23 | 29 | 37,Mega Lucario:2 | Ceruledge:2 | Okidogi:2 | Bloodmoon Ursaluna:2,ptcg::archetype::mega_lucario ptcg::archetype::ceruledge ptcg::archetype::okidogi ptcg::archetype::bloodmoon_ursaluna ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/MEG/74,,,unresolved_print_locator
MEG-75,top10_core,MEG,75,True,7,4,Mega Lucario | Ceruledge | Okidogi | Bloodmoon Ursaluna,7 | 23 | 29 | 37,Mega Lucario:2 | Ceruledge:2 | Okidogi:3 | Bloodmoon Ursaluna:2,ptcg::archetype::mega_lucario ptcg::archetype::ceruledge ptcg::archetype::okidogi ptcg::archetype::bloodmoon_ursaluna ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/MEG/75,,,unresolved_print_locator
MEG-76,top10_core,MEG,76,True,7,1,Mega Lucario,7,Mega Lucario:1,ptcg::archetype::mega_lucario ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/MEG/76,,,unresolved_print_locator
MEG-77,top10_core,MEG,77,True,7,1,Mega Lucario,7,Mega Lucario:3,ptcg::archetype::mega_lucario ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/MEG/77,,,unresolved_print_locator
POR-87,top10_core,POR,87,True,7,2,Mega Lucario | Cynthia's Garchomp,7 | 17,Mega Lucario:4 | Cynthia's Garchomp:3,ptcg::archetype::mega_lucario ptcg::archetype::cynthia_s_garchomp ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/POR/87,,,unresolved_print_locator
PRE-50,top10_core,PRE,50,True,7,1,Mega Lucario,7,Mega Lucario:3,ptcg::archetype::mega_lucario ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/PRE/50,,,unresolved_print_locator
SSP-177,top10_core,SSP,177,True,7,8,Mega Lucario | Ethan's Typhlosion | Metagross | Flareon | Mega Sharpedo | Mega Froslass | Joltik Box | Palafin,7 | 19 | 22 | 33 | 39 | 42 | 45 | 46,Mega Lucario:2 | Ethan's Typhlosion:1 | Metagross:1 | Flareon:1 | Mega Sharpedo:1 | Mega Froslass:1 | Joltik Box:1 | Palafin:1,ptcg::archetype::mega_lucario ptcg::archetype::ethan_s_typhlosion ptcg::archetype::metagross ptcg::archetype::flareon ptcg::archetype::mega_sharpedo ptcg::archetype::mega_froslass ptcg::archetype::joltik_box ptcg::archetype::palafin ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/SSP/177,,,unresolved_print_locator
TWM-167,top10_core,TWM,167,True,7,3,Mega Lucario | Mega Starmie | Okidogi,7 | 15 | 29,Mega Lucario:1 | Mega Starmie:1 | Okidogi:1,ptcg::archetype::mega_lucario ptcg::archetype::mega_starmie ptcg::archetype::okidogi ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/TWM/167,,,unresolved_print_locator
ASC-39,top10_core,ASC,39,True,8,8,Mega Greninja | Festival Lead | Mega Lopunny | Kangaskhan Bouffalant | Mega Absol Box | Bloodmoon Ursaluna | Sylveon | Mega Charizard X,8 | 13 | 16 | 28 | 32 | 37 | 47 | 50,Mega Greninja:1 | Festival Lead:1 | Mega Lopunny:1 | Kangaskhan Bouffalant:1 | Mega Absol Box:1 | Bloodmoon Ursaluna:1 | Sylveon:1 | Mega Charizard X:1,ptcg::archetype::mega_greninja ptcg::archetype::festival_lead ptcg::archetype::mega_lopunny ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::mega_absol_box ptcg::archetype::bloodmoon_ursaluna ptcg::archetype::sylveon ptcg::archetype::mega_charizard_x ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/39,,,unresolved_print_locator
CRI-20,top10_core,CRI,20,True,8,2,Mega Greninja | Greninja,8 | 20,Mega Greninja:4 | Greninja:3,ptcg::archetype::mega_greninja ptcg::archetype::greninja ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/CRI/20,,,unresolved_print_locator
CRI-21,top10_core,CRI,21,True,8,2,Mega Greninja | Greninja,8 | 20,Mega Greninja:3 | Greninja:1,ptcg::archetype::mega_greninja ptcg::archetype::greninja ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/CRI/21,,,unresolved_print_locator
CRI-22,top10_core,CRI,22,True,8,1,Mega Greninja,8,Mega Greninja:2,ptcg::archetype::mega_greninja ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/CRI/22,,,unresolved_print_locator
CRI-76,top10_core,CRI,76,True,8,2,Mega Greninja | Joltik Box,8 | 45,Mega Greninja:1 | Joltik Box:1,ptcg::archetype::mega_greninja ptcg::archetype::joltik_box ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/CRI/76,,,unresolved_print_locator
MEG-129,top10_core,MEG,129,True,8,3,Mega Greninja | Mega Abomasnow | Palafin,8 | 43 | 46,Mega Greninja:2 | Mega Abomasnow:2 | Palafin:3,ptcg::archetype::mega_greninja ptcg::archetype::mega_abomasnow ptcg::archetype::palafin ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/MEG/129,,,unresolved_print_locator
SVI-171,top10_core,SVI,171,True,8,4,Mega Greninja | Tera Box | Bloodmoon Ursaluna | Mega Charizard X,8 | 31 | 37 | 50,Mega Greninja:1 | Tera Box:1 | Bloodmoon Ursaluna:2 | Mega Charizard X:2,ptcg::archetype::mega_greninja ptcg::archetype::tera_box ptcg::archetype::bloodmoon_ursaluna ptcg::archetype::mega_charizard_x ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/SVI/171,,,unresolved_print_locator
TEF-162,top10_core,TEF,162,True,8,3,Mega Greninja | Cynthia's Garchomp | Hydreigon,8 | 17 | 49,Mega Greninja:1 | Cynthia's Garchomp:1 | Hydreigon:1,ptcg::archetype::mega_greninja ptcg::archetype::cynthia_s_garchomp ptcg::archetype::hydreigon ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/TEF/162,,,unresolved_print_locator
TWM-106,top10_core,TWM,106,True,8,2,Mega Greninja | Greninja,8 | 20,Mega Greninja:2 | Greninja:2,ptcg::archetype::mega_greninja ptcg::archetype::greninja ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/TWM/106,,,unresolved_print_locator
WHT-86,top10_core,WHT,86,True,8,6,Mega Greninja | Rocket's Honchkrow | Mega Starmie | Greninja | Doublade | Decidueye,8 | 10 | 15 | 20 | 34 | 41,Mega Greninja:2 | Rocket's Honchkrow:4 | Mega Starmie:1 | Greninja:3 | Doublade:4 | Decidueye:2,ptcg::archetype::mega_greninja ptcg::archetype::rocket_s_honchkrow ptcg::archetype::mega_starmie ptcg::archetype::greninja ptcg::archetype::doublade ptcg::archetype::decidueye ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/WHT/86,,,unresolved_print_locator
ASC-121,top10_core,ASC,121,True,9,2,Basic Box | Lillie's Clefairy,9 | 21,Basic Box:1 | Lillie's Clefairy:1,ptcg::archetype::basic_box ptcg::archetype::lillie_s_clefairy ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/121,,,unresolved_print_locator
ASC-216,top10_core,ASC,216,True,9,2,Basic Box | Okidogi,9 | 29,Basic Box:2 | Okidogi:4,ptcg::archetype::basic_box ptcg::archetype::okidogi ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/216,,,unresolved_print_locator
JTG-146,top10_core,JTG,146,True,9,9,Basic Box | Metagross | Steven's Metagross | Kangaskhan Bouffalant | Tera Box | Mega Absol Box | Doublade | Mega Manectric | Joltik Box,9 | 22 | 26 | 28 | 31 | 32 | 34 | 38 | 45,Basic Box:1 | Metagross:2 | Steven's Metagross:3 | Kangaskhan Bouffalant:2 | Tera Box:1 | Mega Absol Box:1 | Doublade:3 | Mega Manectric:4 | Joltik Box:1,ptcg::archetype::basic_box ptcg::archetype::metagross ptcg::archetype::steven_s_metagross ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::tera_box ptcg::archetype::mega_absol_box ptcg::archetype::doublade ptcg::archetype::mega_manectric ptcg::archetype::joltik_box ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/JTG/146,,,unresolved_print_locator
PFL-14,top10_core,PFL,14,True,9,4,Basic Box | Mega Lopunny | Lillie's Clefairy | Mega Absol Box,9 | 16 | 21 | 32,Basic Box:1 | Mega Lopunny:1 | Lillie's Clefairy:1 | Mega Absol Box:1,ptcg::archetype::basic_box ptcg::archetype::mega_lopunny ptcg::archetype::lillie_s_clefairy ptcg::archetype::mega_absol_box ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/PFL/14,,,unresolved_print_locator
TEF-152,top10_core,TEF,152,True,9,4,Basic Box | Crustle | Mega Abomasnow | Sylveon,9 | 11 | 43 | 47,Basic Box:1 | Crustle:1 | Mega Abomasnow:1 | Sylveon:1,ptcg::archetype::basic_box ptcg::archetype::crustle ptcg::archetype::mega_abomasnow ptcg::archetype::sylveon ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/TEF/152,,,unresolved_print_locator
ASC-126,top10_core,ASC,126,True,10,1,Rocket's Honchkrow,10,Rocket's Honchkrow:4,ptcg::archetype::rocket_s_honchkrow ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/126,,,unresolved_print_locator
ASC-127,top10_core,ASC,127,True,10,1,Rocket's Honchkrow,10,Rocket's Honchkrow:3,ptcg::archetype::rocket_s_honchkrow ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/127,,,unresolved_print_locator
ASC-201,top10_core,ASC,201,True,10,2,Rocket's Honchkrow | Rocket's Spidops,10 | 40,Rocket's Honchkrow:4 | Rocket's Spidops:1,ptcg::archetype::rocket_s_honchkrow ptcg::archetype::rocket_s_spidops ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/201,,,unresolved_print_locator
ASC-202,top10_core,ASC,202,True,10,3,Rocket's Honchkrow | Rocket's Mewtwo | Rocket's Spidops,10 | 14 | 40,Rocket's Honchkrow:4 | Rocket's Mewtwo:4 | Rocket's Spidops:3,ptcg::archetype::rocket_s_honchkrow ptcg::archetype::rocket_s_mewtwo ptcg::archetype::rocket_s_spidops ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/202,,,unresolved_print_locator
ASC-203,top10_core,ASC,203,True,10,5,Rocket's Honchkrow | Crustle | Rocket's Mewtwo | Toxtricity | Rocket's Spidops,10 | 11 | 14 | 35 | 40,Rocket's Honchkrow:3 | Crustle:1 | Rocket's Mewtwo:1 | Toxtricity:1 | Rocket's Spidops:3,ptcg::archetype::rocket_s_honchkrow ptcg::archetype::crustle ptcg::archetype::rocket_s_mewtwo ptcg::archetype::toxtricity ptcg::archetype::rocket_s_spidops ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/203,,,unresolved_print_locator
ASC-204,top10_core,ASC,204,True,10,3,Rocket's Honchkrow | Rocket's Mewtwo | Rocket's Spidops,10 | 14 | 40,Rocket's Honchkrow:4 | Rocket's Mewtwo:3 | Rocket's Spidops:3,ptcg::archetype::rocket_s_honchkrow ptcg::archetype::rocket_s_mewtwo ptcg::archetype::rocket_s_spidops ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/204,,,unresolved_print_locator
ASC-207,top10_core,ASC,207,True,10,18,Rocket's Honchkrow | Crustle | Rocket's Mewtwo | Hop's Trevenant | Metagross | Marnie's Grimmsnarl | Steven's Metagross | Kangaskhan Bouffalant | Mega Venusaur | Mega Absol Box | Toxtricity | Bloodmoon Ursaluna | Mega Sharpedo | Rocket's Spidops | Mega Abomasnow | Joltik Box | Palafin | Sylveon,10 | 11 | 14 | 18 | 22 | 24 | 26 | 28 | 30 | 32 | 35 | 37 | 39 | 40 | 43 | 45 | 46 | 47,Rocket's Honchkrow:4 | Crustle:4 | Rocket's Mewtwo:1 | Hop's Trevenant:4 | Metagross:4 | Marnie's Grimmsnarl:4 | Steven's Metagross:3 | Kangaskhan Bouffalant:4 | Mega Venusaur:1 | Mega Absol Box:4 | Toxtricity:4 | Bloodmoon Ursaluna:1 | Mega Sharpedo:2 | Rocket's Spidops:1 | Mega Abomasnow:4 | Joltik Box:4 | Palafin:1 | Sylveon:3,ptcg::archetype::rocket_s_honchkrow ptcg::archetype::crustle ptcg::archetype::rocket_s_mewtwo ptcg::archetype::hop_s_trevenant ptcg::archetype::metagross ptcg::archetype::marnie_s_grimmsnarl ptcg::archetype::steven_s_metagross ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::mega_venusaur ptcg::archetype::mega_absol_box ptcg::archetype::toxtricity ptcg::archetype::bloodmoon_ursaluna ptcg::archetype::mega_sharpedo ptcg::archetype::rocket_s_spidops ptcg::archetype::mega_abomasnow ptcg::archetype::joltik_box ptcg::archetype::palafin ptcg::archetype::sylveon ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/207,,,unresolved_print_locator
ASC-208,top10_core,ASC,208,True,10,3,Rocket's Honchkrow | Rocket's Mewtwo | Rocket's Spidops,10 | 14 | 40,Rocket's Honchkrow:4 | Rocket's Mewtwo:2 | Rocket's Spidops:3,ptcg::archetype::rocket_s_honchkrow ptcg::archetype::rocket_s_mewtwo ptcg::archetype::rocket_s_spidops ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/208,,,unresolved_print_locator
ASC-209,top10_core,ASC,209,True,10,7,Rocket's Honchkrow | Rocket's Mewtwo | Metagross | Kangaskhan Bouffalant | Mega Absol Box | Rocket's Spidops | Joltik Box,10 | 14 | 22 | 28 | 32 | 40 | 45,Rocket's Honchkrow:4 | Rocket's Mewtwo:4 | Metagross:4 | Kangaskhan Bouffalant:3 | Mega Absol Box:4 | Rocket's Spidops:4 | Joltik Box:1,ptcg::archetype::rocket_s_honchkrow ptcg::archetype::rocket_s_mewtwo ptcg::archetype::metagross ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::mega_absol_box ptcg::archetype::rocket_s_spidops ptcg::archetype::joltik_box ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/209,,,unresolved_print_locator
ASC-217,top10_core,ASC,217,True,10,3,Rocket's Honchkrow | Rocket's Mewtwo | Rocket's Spidops,10 | 14 | 40,Rocket's Honchkrow:4 | Rocket's Mewtwo:4 | Rocket's Spidops:4,ptcg::archetype::rocket_s_honchkrow ptcg::archetype::rocket_s_mewtwo ptcg::archetype::rocket_s_spidops ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/217,,,unresolved_print_locator
DRI-153,top10_core,DRI,153,True,10,1,Rocket's Honchkrow,10,Rocket's Honchkrow:2,ptcg::archetype::rocket_s_honchkrow ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/DRI/153,,,unresolved_print_locator
DRI-154,top10_core,DRI,154,True,10,1,Rocket's Honchkrow,10,Rocket's Honchkrow:1,ptcg::archetype::rocket_s_honchkrow ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/DRI/154,,,unresolved_print_locator
DRI-51,top10_core,DRI,51,True,10,7,Rocket's Honchkrow | Rocket's Mewtwo | Metagross | Kangaskhan Bouffalant | Rocket's Spidops | Joltik Box | Sylveon,10 | 14 | 22 | 28 | 40 | 45 | 47,Rocket's Honchkrow:2 | Rocket's Mewtwo:2 | Metagross:1 | Kangaskhan Bouffalant:1 | Rocket's Spidops:2 | Joltik Box:1 | Sylveon:1,ptcg::archetype::rocket_s_honchkrow ptcg::archetype::rocket_s_mewtwo ptcg::archetype::metagross ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::rocket_s_spidops ptcg::archetype::joltik_box ptcg::archetype::sylveon ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/DRI/51,,,unresolved_print_locator
PRE-127,top10_core,PRE,127,True,10,1,Rocket's Honchkrow,10,Rocket's Honchkrow:4,ptcg::archetype::rocket_s_honchkrow ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/PRE/127,,,unresolved_print_locator
SSP-183,top10_core,SSP,183,True,10,1,Rocket's Honchkrow,10,Rocket's Honchkrow:1,ptcg::archetype::rocket_s_honchkrow ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/SSP/183,,,unresolved_print_locator
DRI-11,top50_extended,DRI,11,False,11,1,Crustle,11,Crustle:3,ptcg::archetype::crustle ptcg::meta::2026_06::top50,https://limitlesstcg.com/cards/DRI/11,,,unresolved_print_locator
DRI-12,top50_extended,DRI,12,False,11,1,Crustle,11,Crustle:3,ptcg::archetype::crustle ptcg::meta::2026_06::top50,https://limitlesstcg.com/cards/DRI/12,,,unresolved_print_locator
JTG-159,top50_extended,JTG,159,False,11,2,Crustle | Sylveon,11 | 47,Crustle:4 | Sylveon:1,ptcg::archetype::crustle ptcg::archetype::sylveon ptcg::meta::2026_06::top50,https://limitlesstcg.com/cards/JTG/159,,,unresolved_print_locator
MEG-123,top50_extended,MEG,123,False,11,1,Crustle,11,Crustle:1,ptcg::archetype::crustle ptcg::meta::2026_06::top50,https://limitlesstcg.com/cards/MEG/123,,,unresolved_print_locator
PFL-91,top50_extended,PFL,91,False,11,3,Crustle | Kangaskhan Bouffalant | Sylveon,11 | 28 | 47,Crustle:4 | Kangaskhan Bouffalant:4 | Sylveon:3,ptcg::archetype::crustle ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::sylveon ptcg::meta::2026_06::top50,https://limitlesstcg.com/cards/PFL/91,,,unresolved_print_locator
