rank,archetype,combined_archetype_entries,representative_player,quantity,set_code,collector_number,raw_locator,top10,limitless_card_url,archetype_tag,meta_tag_top50,meta_tag_top10
24,Marnie's Grimmsnarl,33,Andrew Choi,1,TWM,163,TWM-163,False,https://limitlesstcg.com/cards/TWM/163,ptcg::archetype::marnie_s_grimmsnarl,ptcg::meta::2026_06::top50,
24,Marnie's Grimmsnarl,33,Andrew Choi,1,ASC,181,ASC-181,False,https://limitlesstcg.com/cards/ASC/181,ptcg::archetype::marnie_s_grimmsnarl,ptcg::meta::2026_06::top50,
24,Marnie's Grimmsnarl,33,Andrew Choi,4,DRI,169,DRI-169,False,https://limitlesstcg.com/cards/DRI/169,ptcg::archetype::marnie_s_grimmsnarl,ptcg::meta::2026_06::top50,
24,Marnie's Grimmsnarl,33,Andrew Choi,9,MEE,7,MEE-7,False,https://limitlesstcg.com/cards/MEE/7,ptcg::archetype::marnie_s_grimmsnarl,ptcg::meta::2026_06::top50,
25,Archaludon,28,Brian Peltz,4,SCR,106,SCR-106,False,https://limitlesstcg.com/cards/SCR/106,ptcg::archetype::archaludon,ptcg::meta::2026_06::top50,
25,Archaludon,28,Brian Peltz,3,SSP,130,SSP-130,False,https://limitlesstcg.com/cards/SSP/130,ptcg::archetype::archaludon,ptcg::meta::2026_06::top50,
25,Archaludon,28,Brian Peltz,3,JTG,120,JTG-120,False,https://limitlesstcg.com/cards/JTG/120,ptcg::archetype::archaludon,ptcg::meta::2026_06::top50,
25,Archaludon,28,Brian Peltz,3,TEF,129,TEF-129,False,https://limitlesstcg.com/cards/TEF/129,ptcg::archetype::archaludon,ptcg::meta::2026_06::top50,
25,Archaludon,28,Brian Peltz,1,ASC,171,ASC-171,False,https://limitlesstcg.com/cards/ASC/171,ptcg::archetype::archaludon,ptcg::meta::2026_06::top50,
25,Archaludon,28,Brian Peltz,1,POR,62,POR-62,False,https://limitlesstcg.com/cards/POR/62,ptcg::archetype::archaludon,ptcg::meta::2026_06::top50,
25,Archaludon,28,Brian Peltz,1,TEF,84,TEF-84,False,https://limitlesstcg.com/cards/TEF/84,ptcg::archetype::archaludon,ptcg::meta::2026_06::top50,
25,Archaludon,28,Brian Peltz,1,MEG,94,MEG-94,False,https://limitlesstcg.com/cards/MEG/94,ptcg::archetype::archaludon,ptcg::meta::2026_06::top50,
25,Archaludon,28,Brian Peltz,1,ASC,142,ASC-142,False,https://limitlesstcg.com/cards/ASC/142,ptcg::archetype::archaludon,ptcg::meta::2026_06::top50,
25,Archaludon,28,Brian Peltz,4,MEG,119,MEG-119,False,https://limitlesstcg.com/cards/MEG/119,ptcg::archetype::archaludon,ptcg::meta::2026_06::top50,
25,Archaludon,28,Brian Peltz,3,MEG,114,MEG-114,False,https://limitlesstcg.com/cards/MEG/114,ptcg::archetype::archaludon,ptcg::meta::2026_06::top50,
25,Archaludon,28,Brian Peltz,2,POR,76,POR-76,False,https://limitlesstcg.com/cards/POR/76,ptcg::archetype::archaludon,ptcg::meta::2026_06::top50,
25,Archaludon,28,Brian Peltz,1,WHT,84,WHT-84,False,https://limitlesstcg.com/cards/WHT/84,ptcg::archetype::archaludon,ptcg::meta::2026_06::top50,
25,Archaludon,28,Brian Peltz,1,CRI,79,CRI-79,False,https://limitlesstcg.com/cards/CRI/79,ptcg::archetype::archaludon,ptcg::meta::2026_06::top50,
25,Archaludon,28,Brian Peltz,1,JTG,143,JTG-143,False,https://limitlesstcg.com/cards/JTG/143,ptcg::archetype::archaludon,ptcg::meta::2026_06::top50,
25,Archaludon,28,Brian Peltz,4,ASC,196,ASC-196,False,https://limitlesstcg.com/cards/ASC/196,ptcg::archetype::archaludon,ptcg::meta::2026_06::top50,
25,Archaludon,28,Brian Peltz,4,POR,81,POR-81,False,https://limitlesstcg.com/cards/POR/81,ptcg::archetype::archaludon,ptcg::meta::2026_06::top50,
25,Archaludon,28,Brian Peltz,4,MEG,131,MEG-131,False,https://limitlesstcg.com/cards/MEG/131,ptcg::archetype::archaludon,ptcg::meta::2026_06::top50,
25,Archaludon,28,Brian Peltz,2,ASC,184,ASC-184,False,https://limitlesstcg.com/cards/ASC/184,ptcg::archetype::archaludon,ptcg::meta::2026_06::top50,
25,Archaludon,28,Brian Peltz,1,CRI,82,CRI-82,False,https://limitlesstcg.com/cards/CRI/82,ptcg::archetype::archaludon,ptcg::meta::2026_06::top50,
25,Archaludon,28,Brian Peltz,1,TWM,162,TWM-162,False,https://limitlesstcg.com/cards/TWM/162,ptcg::archetype::archaludon,ptcg::meta::2026_06::top50,
25,Archaludon,28,Brian Peltz,2,CRI,80,CRI-80,False,https://limitlesstcg.com/cards/CRI/80,ptcg::archetype::archaludon,ptcg::meta::2026_06::top50,
25,Archaludon,28,Brian Peltz,2,PFL,85,PFL-85,False,https://limitlesstcg.com/cards/PFL/85,ptcg::archetype::archaludon,ptcg::meta::2026_06::top50,
25,Archaludon,28,Brian Peltz,10,MEE,8,MEE-8,False,https://limitlesstcg.com/cards/MEE/8,ptcg::archetype::archaludon,ptcg::meta::2026_06::top50,
26,Steven's Metagross,26,Zach Taylor,3,DRI,143,DRI-143,False,https://limitlesstcg.com/cards/DRI/143,ptcg::archetype::steven_s_metagross,ptcg::meta::2026_06::top50,
26,Steven's Metagross,26,Zach Taylor,2,DRI,144,DRI-144,False,https://limitlesstcg.com/cards/DRI/144,ptcg::archetype::steven_s_metagross,ptcg::meta::2026_06::top50,
26,Steven's Metagross,26,Zach Taylor,3,DRI,145,DRI-145,False,https://limitlesstcg.com/cards/DRI/145,ptcg::archetype::steven_s_metagross,ptcg::meta::2026_06::top50,
26,Steven's Metagross,26,Zach Taylor,2,BLK,67,BLK-67,False,https://limitlesstcg.com/cards/BLK/67,ptcg::archetype::steven_s_metagross,ptcg::meta::2026_06::top50,
26,Steven's Metagross,26,Zach Taylor,2,ASC,76,ASC-76,False,https://limitlesstcg.com/cards/ASC/76,ptcg::archetype::steven_s_metagross,ptcg::meta::2026_06::top50,
26,Steven's Metagross,26,Zach Taylor,1,PFL,27,PFL-27,False,https://limitlesstcg.com/cards/PFL/27,ptcg::archetype::steven_s_metagross,ptcg::meta::2026_06::top50,
26,Steven's Metagross,26,Zach Taylor,1,PFL,70,PFL-70,False,https://limitlesstcg.com/cards/PFL/70,ptcg::archetype::steven_s_metagross,ptcg::meta::2026_06::top50,
26,Steven's Metagross,26,Zach Taylor,1,ASC,97,ASC-97,False,https://limitlesstcg.com/cards/ASC/97,ptcg::archetype::steven_s_metagross,ptcg::meta::2026_06::top50,
26,Steven's Metagross,26,Zach Taylor,1,MEG,94,MEG-94,False,https://limitlesstcg.com/cards/MEG/94,ptcg::archetype::steven_s_metagross,ptcg::meta::2026_06::top50,
26,Steven's Metagross,26,Zach Taylor,1,POR,55,POR-55,False,https://limitlesstcg.com/cards/POR/55,ptcg::archetype::steven_s_metagross,ptcg::meta::2026_06::top50,
26,Steven's Metagross,26,Zach Taylor,1,MEG,95,MEG-95,False,https://limitlesstcg.com/cards/MEG/95,ptcg::archetype::steven_s_metagross,ptcg::meta::2026_06::top50,
26,Steven's Metagross,26,Zach Taylor,1,SCR,71,SCR-71,False,https://limitlesstcg.com/cards/SCR/71,ptcg::archetype::steven_s_metagross,ptcg::meta::2026_06::top50,
26,Steven's Metagross,26,Zach Taylor,1,SSP,76,SSP-76,False,https://limitlesstcg.com/cards/SSP/76,ptcg::archetype::steven_s_metagross,ptcg::meta::2026_06::top50,
26,Steven's Metagross,26,Zach Taylor,1,POR,62,POR-62,False,https://limitlesstcg.com/cards/POR/62,ptcg::archetype::steven_s_metagross,ptcg::meta::2026_06::top50,
26,Steven's Metagross,26,Zach Taylor,4,MEG,119,MEG-119,False,https://limitlesstcg.com/cards/MEG/119,ptcg::archetype::steven_s_metagross,ptcg::meta::2026_06::top50,
26,Steven's Metagross,26,Zach Taylor,3,JTG,146,JTG-146,False,https://limitlesstcg.com/cards/JTG/146,ptcg::archetype::steven_s_metagross,ptcg::meta::2026_06::top50,
26,Steven's Metagross,26,Zach Taylor,3,ASC,207,ASC-207,False,https://limitlesstcg.com/cards/ASC/207,ptcg::archetype::steven_s_metagross,ptcg::meta::2026_06::top50,
26,Steven's Metagross,26,Zach Taylor,2,MEG,114,MEG-114,False,https://limitlesstcg.com/cards/MEG/114,ptcg::archetype::steven_s_metagross,ptcg::meta::2026_06::top50,
26,Steven's Metagross,26,Zach Taylor,1,TWM,154,TWM-154,False,https://limitlesstcg.com/cards/TWM/154,ptcg::archetype::steven_s_metagross,ptcg::meta::2026_06::top50,
26,Steven's Metagross,26,Zach Taylor,3,ASC,184,ASC-184,False,https://limitlesstcg.com/cards/ASC/184,ptcg::archetype::steven_s_metagross,ptcg::meta::2026_06::top50,
26,Steven's Metagross,26,Zach Taylor,3,MEG,125,MEG-125,False,https://limitlesstcg.com/cards/MEG/125,ptcg::archetype::steven_s_metagross,ptcg::meta::2026_06::top50,
26,Steven's Metagross,26,Zach Taylor,3,MEG,131,MEG-131,False,https://limitlesstcg.com/cards/MEG/131,ptcg::archetype::steven_s_metagross,ptcg::meta::2026_06::top50,
26,Steven's Metagross,26,Zach Taylor,2,ASC,196,ASC-196,False,https://limitlesstcg.com/cards/ASC/196,ptcg::archetype::steven_s_metagross,ptcg::meta::2026_06::top50,
26,Steven's Metagross,26,Zach Taylor,1,ASC,212,ASC-212,False,https://limitlesstcg.com/cards/ASC/212,ptcg::archetype::steven_s_metagross,ptcg::meta::2026_06::top50,
26,Steven's Metagross,26,Zach Taylor,1,TWM,165,TWM-165,False,https://limitlesstcg.com/cards/TWM/165,ptcg::archetype::steven_s_metagross,ptcg::meta::2026_06::top50,
26,Steven's Metagross,26,Zach Taylor,1,DRI,164,DRI-164,False,https://limitlesstcg.com/cards/DRI/164,ptcg::archetype::steven_s_metagross,ptcg::meta::2026_06::top50,
26,Steven's Metagross,26,Zach Taylor,1,PFL,85,PFL-85,False,https://limitlesstcg.com/cards/PFL/85,ptcg::archetype::steven_s_metagross,ptcg::meta::2026_06::top50,
26,Steven's Metagross,26,Zach Taylor,1,ASC,210,ASC-210,False,https://limitlesstcg.com/cards/ASC/210,ptcg::archetype::steven_s_metagross,ptcg::meta::2026_06::top50,
26,Steven's Metagross,26,Zach Taylor,5,MEE,8,MEE-8,False,https://limitlesstcg.com/cards/MEE/8,ptcg::archetype::steven_s_metagross,ptcg::meta::2026_06::top50,
26,Steven's Metagross,26,Zach Taylor,5,MEE,5,MEE-5,False,https://limitlesstcg.com/cards/MEE/5,ptcg::archetype::steven_s_metagross,ptcg::meta::2026_06::top50,
27,Mega Diancie,21,James Dinh,3,PFL,41,PFL-41,False,https://limitlesstcg.com/cards/PFL/41,ptcg::archetype::mega_diancie,ptcg::meta::2026_06::top50,
27,Mega Diancie,21,James Dinh,2,PRE,35,PRE-35,False,https://limitlesstcg.com/cards/PRE/35,ptcg::archetype::mega_diancie,ptcg::meta::2026_06::top50,
27,Mega Diancie,21,James Dinh,2,PRE,36,PRE-36,False,https://limitlesstcg.com/cards/PRE/36,ptcg::archetype::mega_diancie,ptcg::meta::2026_06::top50,
27,Mega Diancie,21,James Dinh,2,PRE,37,PRE-37,False,https://limitlesstcg.com/cards/PRE/37,ptcg::archetype::mega_diancie,ptcg::meta::2026_06::top50,
27,Mega Diancie,21,James Dinh,2,ASC,76,ASC-76,False,https://limitlesstcg.com/cards/ASC/76,ptcg::archetype::mega_diancie,ptcg::meta::2026_06::top50,
27,Mega Diancie,21,James Dinh,1,TEF,68,TEF-68,False,https://limitlesstcg.com/cards/TEF/68,ptcg::archetype::mega_diancie,ptcg::meta::2026_06::top50,
27,Mega Diancie,21,James Dinh,1,TEF,69,TEF-69,False,https://limitlesstcg.com/cards/TEF/69,ptcg::archetype::mega_diancie,ptcg::meta::2026_06::top50,
27,Mega Diancie,21,James Dinh,1,SSP,76,SSP-76,False,https://limitlesstcg.com/cards/SSP/76,ptcg::archetype::mega_diancie,ptcg::meta::2026_06::top50,
27,Mega Diancie,21,James Dinh,1,CRI,33,CRI-33,False,https://limitlesstcg.com/cards/CRI/33,ptcg::archetype::mega_diancie,ptcg::meta::2026_06::top50,
27,Mega Diancie,21,James Dinh,1,POR,62,POR-62,False,https://limitlesstcg.com/cards/POR/62,ptcg::archetype::mega_diancie,ptcg::meta::2026_06::top50,
27,Mega Diancie,21,James Dinh,1,ASC,142,ASC-142,False,https://limitlesstcg.com/cards/ASC/142,ptcg::archetype::mega_diancie,ptcg::meta::2026_06::top50,
27,Mega Diancie,21,James Dinh,4,MEG,119,MEG-119,False,https://limitlesstcg.com/cards/MEG/119,ptcg::archetype::mega_diancie,ptcg::meta::2026_06::top50,
27,Mega Diancie,21,James Dinh,3,MEG,114,MEG-114,False,https://limitlesstcg.com/cards/MEG/114,ptcg::archetype::mega_diancie,ptcg::meta::2026_06::top50,
27,Mega Diancie,21,James Dinh,3,POR,76,POR-76,False,https://limitlesstcg.com/cards/POR/76,ptcg::archetype::mega_diancie,ptcg::meta::2026_06::top50,
27,Mega Diancie,21,James Dinh,4,MEG,131,MEG-131,False,https://limitlesstcg.com/cards/MEG/131,ptcg::archetype::mega_diancie,ptcg::meta::2026_06::top50,
27,Mega Diancie,21,James Dinh,4,PFL,94,PFL-94,False,https://limitlesstcg.com/cards/PFL/94,ptcg::archetype::mega_diancie,ptcg::meta::2026_06::top50,
27,Mega Diancie,21,James Dinh,2,ASC,196,ASC-196,False,https://limitlesstcg.com/cards/ASC/196,ptcg::archetype::mega_diancie,ptcg::meta::2026_06::top50,
27,Mega Diancie,21,James Dinh,1,POR,81,POR-81,False,https://limitlesstcg.com/cards/POR/81,ptcg::archetype::mega_diancie,ptcg::meta::2026_06::top50,
27,Mega Diancie,21,James Dinh,1,CRI,82,CRI-82,False,https://limitlesstcg.com/cards/CRI/82,ptcg::archetype::mega_diancie,ptcg::meta::2026_06::top50,
27,Mega Diancie,21,James Dinh,1,MEG,125,MEG-125,False,https://limitlesstcg.com/cards/MEG/125,ptcg::archetype::mega_diancie,ptcg::meta::2026_06::top50,
27,Mega Diancie,21,James Dinh,1,MEG,130,MEG-130,False,https://limitlesstcg.com/cards/MEG/130,ptcg::archetype::mega_diancie,ptcg::meta::2026_06::top50,
27,Mega Diancie,21,James Dinh,1,TWM,163,TWM-163,False,https://limitlesstcg.com/cards/TWM/163,ptcg::archetype::mega_diancie,ptcg::meta::2026_06::top50,
27,Mega Diancie,21,James Dinh,2,SFA,63,SFA-63,False,https://limitlesstcg.com/cards/SFA/63,ptcg::archetype::mega_diancie,ptcg::meta::2026_06::top50,
27,Mega Diancie,21,James Dinh,1,JTG,151,JTG-151,False,https://limitlesstcg.com/cards/JTG/151,ptcg::archetype::mega_diancie,ptcg::meta::2026_06::top50,
27,Mega Diancie,21,James Dinh,3,MEG,122,MEG-122,False,https://limitlesstcg.com/cards/MEG/122,ptcg::archetype::mega_diancie,ptcg::meta::2026_06::top50,
27,Mega Diancie,21,James Dinh,8,MEE,5,MEE-5,False,https://limitlesstcg.com/cards/MEE/5,ptcg::archetype::mega_diancie,ptcg::meta::2026_06::top50,
27,Mega Diancie,21,James Dinh,4,POR,88,POR-88,False,https://limitlesstcg.com/cards/POR/88,ptcg::archetype::mega_diancie,ptcg::meta::2026_06::top50,
28,Kangaskhan Bouffalant,20,Mike Spaits,2,SCR,119,SCR-119,False,https://limitlesstcg.com/cards/SCR/119,ptcg::archetype::kangaskhan_bouffalant,ptcg::meta::2026_06::top50,
28,Kangaskhan Bouffalant,20,Mike Spaits,1,SSP,151,SSP-151,False,https://limitlesstcg.com/cards/SSP/151,ptcg::archetype::kangaskhan_bouffalant,ptcg::meta::2026_06::top50,
28,Kangaskhan Bouffalant,20,Mike Spaits,2,ASC,99,ASC-99,False,https://limitlesstcg.com/cards/ASC/99,ptcg::archetype::kangaskhan_bouffalant,ptcg::meta::2026_06::top50,
28,Kangaskhan Bouffalant,20,Mike Spaits,2,MEG,104,MEG-104,False,https://limitlesstcg.com/cards/MEG/104,ptcg::archetype::kangaskhan_bouffalant,ptcg::meta::2026_06::top50,
28,Kangaskhan Bouffalant,20,Mike Spaits,2,SSP,76,SSP-76,False,https://limitlesstcg.com/cards/SSP/76,ptcg::archetype::kangaskhan_bouffalant,ptcg::meta::2026_06::top50,
28,Kangaskhan Bouffalant,20,Mike Spaits,2,SSP,75,SSP-75,False,https://limitlesstcg.com/cards/SSP/75,ptcg::archetype::kangaskhan_bouffalant,ptcg::meta::2026_06::top50,
28,Kangaskhan Bouffalant,20,Mike Spaits,1,TWM,141,TWM-141,False,https://limitlesstcg.com/cards/TWM/141,ptcg::archetype::kangaskhan_bouffalant,ptcg::meta::2026_06::top50,
28,Kangaskhan Bouffalant,20,Mike Spaits,1,ASC,39,ASC-39,False,https://limitlesstcg.com/cards/ASC/39,ptcg::archetype::kangaskhan_bouffalant,ptcg::meta::2026_06::top50,
28,Kangaskhan Bouffalant,20,Mike Spaits,1,ASC,76,ASC-76,False,https://limitlesstcg.com/cards/ASC/76,ptcg::archetype::kangaskhan_bouffalant,ptcg::meta::2026_06::top50,
28,Kangaskhan Bouffalant,20,Mike Spaits,1,DRI,51,DRI-51,False,https://limitlesstcg.com/cards/DRI/51,ptcg::archetype::kangaskhan_bouffalant,ptcg::meta::2026_06::top50,
28,Kangaskhan Bouffalant,20,Mike Spaits,1,ASC,162,ASC-162,False,https://limitlesstcg.com/cards/ASC/162,ptcg::archetype::kangaskhan_bouffalant,ptcg::meta::2026_06::top50,
28,Kangaskhan Bouffalant,20,Mike Spaits,4,MEG,114,MEG-114,False,https://limitlesstcg.com/cards/MEG/114,ptcg::archetype::kangaskhan_bouffalant,ptcg::meta::2026_06::top50,
28,Kangaskhan Bouffalant,20,Mike Spaits,4,ASC,207,ASC-207,False,https://limitlesstcg.com/cards/ASC/207,ptcg::archetype::kangaskhan_bouffalant,ptcg::meta::2026_06::top50,
28,Kangaskhan Bouffalant,20,Mike Spaits,2,TEF,145,TEF-145,False,https://limitlesstcg.com/cards/TEF/145,ptcg::archetype::kangaskhan_bouffalant,ptcg::meta::2026_06::top50,
28,Kangaskhan Bouffalant,20,Mike Spaits,2,JTG,146,JTG-146,False,https://limitlesstcg.com/cards/JTG/146,ptcg::archetype::kangaskhan_bouffalant,ptcg::meta::2026_06::top50,
28,Kangaskhan Bouffalant,20,Mike Spaits,1,SCR,133,SCR-133,False,https://limitlesstcg.com/cards/SCR/133,ptcg::archetype::kangaskhan_bouffalant,ptcg::meta::2026_06::top50,
28,Kangaskhan Bouffalant,20,Mike Spaits,4,PFL,91,PFL-91,False,https://limitlesstcg.com/cards/PFL/91,ptcg::archetype::kangaskhan_bouffalant,ptcg::meta::2026_06::top50,
28,Kangaskhan Bouffalant,20,Mike Spaits,3,ASC,209,ASC-209,False,https://limitlesstcg.com/cards/ASC/209,ptcg::archetype::kangaskhan_bouffalant,ptcg::meta::2026_06::top50,
28,Kangaskhan Bouffalant,20,Mike Spaits,3,SVI,186,SVI-186,False,https://limitlesstcg.com/cards/SVI/186,ptcg::archetype::kangaskhan_bouffalant,ptcg::meta::2026_06::top50,
28,Kangaskhan Bouffalant,20,Mike Spaits,2,ASC,196,ASC-196,False,https://limitlesstcg.com/cards/ASC/196,ptcg::archetype::kangaskhan_bouffalant,ptcg::meta::2026_06::top50,
28,Kangaskhan Bouffalant,20,Mike Spaits,1,CRI,82,CRI-82,False,https://limitlesstcg.com/cards/CRI/82,ptcg::archetype::kangaskhan_bouffalant,ptcg::meta::2026_06::top50,
28,Kangaskhan Bouffalant,20,Mike Spaits,1,POR,72,POR-72,False,https://limitlesstcg.com/cards/POR/72,ptcg::archetype::kangaskhan_bouffalant,ptcg::meta::2026_06::top50,
28,Kangaskhan Bouffalant,20,Mike Spaits,1,MEG,130,MEG-130,False,https://limitlesstcg.com/cards/MEG/130,ptcg::archetype::kangaskhan_bouffalant,ptcg::meta::2026_06::top50,
28,Kangaskhan Bouffalant,20,Mike Spaits,1,SSP,185,SSP-185,False,https://limitlesstcg.com/cards/SSP/185,ptcg::archetype::kangaskhan_bouffalant,ptcg::meta::2026_06::top50,
28,Kangaskhan Bouffalant,20,Mike Spaits,2,TWM,150,TWM-150,False,https://limitlesstcg.com/cards/TWM/150,ptcg::archetype::kangaskhan_bouffalant,ptcg::meta::2026_06::top50,
28,Kangaskhan Bouffalant,20,Mike Spaits,3,ASC,197,ASC-197,False,https://limitlesstcg.com/cards/ASC/197,ptcg::archetype::kangaskhan_bouffalant,ptcg::meta::2026_06::top50,
28,Kangaskhan Bouffalant,20,Mike Spaits,5,MEE,5,MEE-5,False,https://limitlesstcg.com/cards/MEE/5,ptcg::archetype::kangaskhan_bouffalant,ptcg::meta::2026_06::top50,
28,Kangaskhan Bouffalant,20,Mike Spaits,3,MEE,7,MEE-7,False,https://limitlesstcg.com/cards/MEE/7,ptcg::archetype::kangaskhan_bouffalant,ptcg::meta::2026_06::top50,
28,Kangaskhan Bouffalant,20,Mike Spaits,2,TEF,161,TEF-161,False,https://limitlesstcg.com/cards/TEF/161,ptcg::archetype::kangaskhan_bouffalant,ptcg::meta::2026_06::top50,
29,Okidogi,20,Eli Green,4,TWM,111,TWM-111,False,https://limitlesstcg.com/cards/TWM/111,ptcg::archetype::okidogi,ptcg::meta::2026_06::top50,
29,Okidogi,20,Eli Green,3,MEG,75,MEG-75,False,https://limitlesstcg.com/cards/MEG/75,ptcg::archetype::okidogi,ptcg::meta::2026_06::top50,
29,Okidogi,20,Eli Green,2,POR,42,POR-42,False,https://limitlesstcg.com/cards/POR/42,ptcg::archetype::okidogi,ptcg::meta::2026_06::top50,
29,Okidogi,20,Eli Green,2,POR,43,POR-43,False,https://limitlesstcg.com/cards/POR/43,ptcg::archetype::okidogi,ptcg::meta::2026_06::top50,
29,Okidogi,20,Eli Green,2,MEG,74,MEG-74,False,https://limitlesstcg.com/cards/MEG/74,ptcg::archetype::okidogi,ptcg::meta::2026_06::top50,
29,Okidogi,20,Eli Green,1,PRE,54,PRE-54,False,https://limitlesstcg.com/cards/PRE/54,ptcg::archetype::okidogi,ptcg::meta::2026_06::top50,
29,Okidogi,20,Eli Green,1,TWM,112,TWM-112,False,https://limitlesstcg.com/cards/TWM/112,ptcg::archetype::okidogi,ptcg::meta::2026_06::top50,
29,Okidogi,20,Eli Green,4,MEG,114,MEG-114,False,https://limitlesstcg.com/cards/MEG/114,ptcg::archetype::okidogi,ptcg::meta::2026_06::top50,
29,Okidogi,20,Eli Green,4,MEG,119,MEG-119,False,https://limitlesstcg.com/cards/MEG/119,ptcg::archetype::okidogi,ptcg::meta::2026_06::top50,
29,Okidogi,20,Eli Green,2,POR,85,POR-85,False,https://limitlesstcg.com/cards/POR/85,ptcg::archetype::okidogi,ptcg::meta::2026_06::top50,
29,Okidogi,20,Eli Green,2,TEF,155,TEF-155,False,https://limitlesstcg.com/cards/TEF/155,ptcg::archetype::okidogi,ptcg::meta::2026_06::top50,
29,Okidogi,20,Eli Green,1,TEF,145,TEF-145,False,https://limitlesstcg.com/cards/TEF/145,ptcg::archetype::okidogi,ptcg::meta::2026_06::top50,
29,Okidogi,20,Eli Green,4,POR,81,POR-81,False,https://limitlesstcg.com/cards/POR/81,ptcg::archetype::okidogi,ptcg::meta::2026_06::top50,
29,Okidogi,20,Eli Green,4,MEG,116,MEG-116,False,https://limitlesstcg.com/cards/MEG/116,ptcg::archetype::okidogi,ptcg::meta::2026_06::top50,
29,Okidogi,20,Eli Green,2,ASC,196,ASC-196,False,https://limitlesstcg.com/cards/ASC/196,ptcg::archetype::okidogi,ptcg::meta::2026_06::top50,
29,Okidogi,20,Eli Green,1,CRI,82,CRI-82,False,https://limitlesstcg.com/cards/CRI/82,ptcg::archetype::okidogi,ptcg::meta::2026_06::top50,
29,Okidogi,20,Eli Green,1,SVI,186,SVI-186,False,https://limitlesstcg.com/cards/SVI/186,ptcg::archetype::okidogi,ptcg::meta::2026_06::top50,
29,Okidogi,20,Eli Green,1,MEG,124,MEG-124,False,https://limitlesstcg.com/cards/MEG/124,ptcg::archetype::okidogi,ptcg::meta::2026_06::top50,
29,Okidogi,20,Eli Green,2,ASC,181,ASC-181,False,https://limitlesstcg.com/cards/ASC/181,ptcg::archetype::okidogi,ptcg::meta::2026_06::top50,
29,Okidogi,20,Eli Green,1,WHT,80,WHT-80,False,https://limitlesstcg.com/cards/WHT/80,ptcg::archetype::okidogi,ptcg::meta::2026_06::top50,
29,Okidogi,20,Eli Green,2,PFL,85,PFL-85,False,https://limitlesstcg.com/cards/PFL/85,ptcg::archetype::okidogi,ptcg::meta::2026_06::top50,
29,Okidogi,20,Eli Green,9,MEE,6,MEE-6,False,https://limitlesstcg.com/cards/MEE/6,ptcg::archetype::okidogi,ptcg::meta::2026_06::top50,
29,Okidogi,20,Eli Green,4,ASC,216,ASC-216,False,https://limitlesstcg.com/cards/ASC/216,ptcg::archetype::okidogi,ptcg::meta::2026_06::top50,
29,Okidogi,20,Eli Green,1,TWM,167,TWM-167,False,https://limitlesstcg.com/cards/TWM/167,ptcg::archetype::okidogi,ptcg::meta::2026_06::top50,
30,Mega Venusaur,19,Mathew Hoang,4,TWM,25,TWM-25,False,https://limitlesstcg.com/cards/TWM/25,ptcg::archetype::mega_venusaur,ptcg::meta::2026_06::top50,
30,Mega Venusaur,19,Mathew Hoang,2,MEG,1,MEG-1,False,https://limitlesstcg.com/cards/MEG/1,ptcg::archetype::mega_venusaur,ptcg::meta::2026_06::top50,
30,Mega Venusaur,19,Mathew Hoang,2,MEG,2,MEG-2,False,https://limitlesstcg.com/cards/MEG/2,ptcg::archetype::mega_venusaur,ptcg::meta::2026_06::top50,
30,Mega Venusaur,19,Mathew Hoang,2,MEG,3,MEG-3,False,https://limitlesstcg.com/cards/MEG/3,ptcg::archetype::mega_venusaur,ptcg::meta::2026_06::top50,
30,Mega Venusaur,19,Mathew Hoang,2,MEG,8,MEG-8,False,https://limitlesstcg.com/cards/MEG/8,ptcg::archetype::mega_venusaur,ptcg::meta::2026_06::top50,
30,Mega Venusaur,19,Mathew Hoang,2,MEG,9,MEG-9,False,https://limitlesstcg.com/cards/MEG/9,ptcg::archetype::mega_venusaur,ptcg::meta::2026_06::top50,
30,Mega Venusaur,19,Mathew Hoang,2,MEG,10,MEG-10,False,https://limitlesstcg.com/cards/MEG/10,ptcg::archetype::mega_venusaur,ptcg::meta::2026_06::top50,
30,Mega Venusaur,19,Mathew Hoang,1,ASC,10,ASC-10,False,https://limitlesstcg.com/cards/ASC/10,ptcg::archetype::mega_venusaur,ptcg::meta::2026_06::top50,
30,Mega Venusaur,19,Mathew Hoang,1,MEG,104,MEG-104,False,https://limitlesstcg.com/cards/MEG/104,ptcg::archetype::mega_venusaur,ptcg::meta::2026_06::top50,
30,Mega Venusaur,19,Mathew Hoang,1,MEG,12,MEG-12,False,https://limitlesstcg.com/cards/MEG/12,ptcg::archetype::mega_venusaur,ptcg::meta::2026_06::top50,
30,Mega Venusaur,19,Mathew Hoang,1,ASC,142,ASC-142,False,https://limitlesstcg.com/cards/ASC/142,ptcg::archetype::mega_venusaur,ptcg::meta::2026_06::top50,
30,Mega Venusaur,19,Mathew Hoang,1,DRI,10,DRI-10,False,https://limitlesstcg.com/cards/DRI/10,ptcg::archetype::mega_venusaur,ptcg::meta::2026_06::top50,
30,Mega Venusaur,19,Mathew Hoang,1,PFL,8,PFL-8,False,https://limitlesstcg.com/cards/PFL/8,ptcg::archetype::mega_venusaur,ptcg::meta::2026_06::top50,
30,Mega Venusaur,19,Mathew Hoang,4,MEG,119,MEG-119,False,https://limitlesstcg.com/cards/MEG/119,ptcg::archetype::mega_venusaur,ptcg::meta::2026_06::top50,
