card_key,name,archetype,archetype_tag,top10_core
Ciphermaniac's Codebreaking · TEF 145,Ciphermaniac's Codebreaking,Lillie's Clefairy,ptcg::archetype::lillie_s_clefairy,True
Crispin · SCR 133,Crispin,Lillie's Clefairy,ptcg::archetype::lillie_s_clefairy,True
Cyrano · SSP 170,Cyrano,Lillie's Clefairy,ptcg::archetype::lillie_s_clefairy,True
Dusk Ball · SSP 175,Dusk Ball,Lillie's Clefairy,ptcg::archetype::lillie_s_clefairy,False
Fezandipiti ex · SFA 038,Fezandipiti ex,Lillie's Clefairy,ptcg::archetype::lillie_s_clefairy,True
Fighting Energy · BS 97,Fighting Energy,Lillie's Clefairy,ptcg::archetype::lillie_s_clefairy,True
Fire Energy · BS 98,Fire Energy,Lillie's Clefairy,ptcg::archetype::lillie_s_clefairy,True
Koraidon ex · ASC 121,Koraidon ex,Lillie's Clefairy,ptcg::archetype::lillie_s_clefairy,True
Latias ex · SSP 076,Latias ex,Lillie's Clefairy,ptcg::archetype::lillie_s_clefairy,True
Lillie's Clefairy ex · SVP 195,Lillie's Clefairy ex,Lillie's Clefairy,ptcg::archetype::lillie_s_clefairy,True
Lillie's Pearl · JTG 151,Lillie's Pearl,Lillie's Clefairy,ptcg::archetype::lillie_s_clefairy,False
Mega Kangaskhan ex · MEP 025,Mega Kangaskhan ex,Lillie's Clefairy,ptcg::archetype::lillie_s_clefairy,True
Meowth ex · POR 062,Meowth ex,Lillie's Clefairy,ptcg::archetype::lillie_s_clefairy,True
Moltres · PFL 014,Moltres,Lillie's Clefairy,ptcg::archetype::lillie_s_clefairy,True
Prime Catcher · TEF 157,Prime Catcher,Lillie's Clefairy,ptcg::archetype::lillie_s_clefairy,False
Psychic Energy · BS 101,Psychic Energy,Lillie's Clefairy,ptcg::archetype::lillie_s_clefairy,True
Telepathic Psychic Energy · POR 088,Telepathic Psychic Energy,Lillie's Clefairy,ptcg::archetype::lillie_s_clefairy,True
Ultra Ball · BRS 150,Ultra Ball,Lillie's Clefairy,ptcg::archetype::lillie_s_clefairy,True
Water Energy · BS 102,Water Energy,Lillie's Clefairy,ptcg::archetype::lillie_s_clefairy,True
Wellspring Mask Ogerpon ex · TWM 064,Wellspring Mask Ogerpon ex,Lillie's Clefairy,ptcg::archetype::lillie_s_clefairy,True
Wondrous Patch · PFL 094,Wondrous Patch,Lillie's Clefairy,ptcg::archetype::lillie_s_clefairy,True
Air Balloon · BLK 079,Air Balloon,Marnie's Grimmsnarl,ptcg::archetype::marnie_s_grimmsnarl,True
Boss's Orders · PAL 172,Boss's Orders,Marnie's Grimmsnarl,ptcg::archetype::marnie_s_grimmsnarl,True
Buddy-Buddy Poffin · TEF 144,Buddy-Buddy Poffin,Marnie's Grimmsnarl,ptcg::archetype::marnie_s_grimmsnarl,True
Budew · PRE 004,Budew,Marnie's Grimmsnarl,ptcg::archetype::marnie_s_grimmsnarl,True
Darkness Energy · DP 129,Darkness Energy,Marnie's Grimmsnarl,ptcg::archetype::marnie_s_grimmsnarl,True
Energy Switch · SVI 173,Energy Switch,Marnie's Grimmsnarl,ptcg::archetype::marnie_s_grimmsnarl,True
Froslass · SVP 117,Froslass,Marnie's Grimmsnarl,ptcg::archetype::marnie_s_grimmsnarl,False
Iris's Fighting Spirit · JTG 149,Iris's Fighting Spirit,Marnie's Grimmsnarl,ptcg::archetype::marnie_s_grimmsnarl,False
Lillie's Determination · MEG 119,Lillie's Determination,Marnie's Grimmsnarl,ptcg::archetype::marnie_s_grimmsnarl,True
Marnie's Grimmsnarl ex · DRI 136,Marnie's Grimmsnarl ex,Marnie's Grimmsnarl,ptcg::archetype::marnie_s_grimmsnarl,False
Marnie's Impidimp · DRI 134,Marnie's Impidimp,Marnie's Grimmsnarl,ptcg::archetype::marnie_s_grimmsnarl,False
Marnie's Morgrem · DRI 135,Marnie's Morgrem,Marnie's Grimmsnarl,ptcg::archetype::marnie_s_grimmsnarl,False
Munkidori · TWM 095,Munkidori,Marnie's Grimmsnarl,ptcg::archetype::marnie_s_grimmsnarl,True
Night Stretcher · SFA 061,Night Stretcher,Marnie's Grimmsnarl,ptcg::archetype::marnie_s_grimmsnarl,True
Poké Pad · ASC 198,Poké Pad,Marnie's Grimmsnarl,ptcg::archetype::marnie_s_grimmsnarl,True
Rare Candy · SSH 180,Rare Candy,Marnie's Grimmsnarl,ptcg::archetype::marnie_s_grimmsnarl,True
Secret Box · TWM 163,Secret Box,Marnie's Grimmsnarl,ptcg::archetype::marnie_s_grimmsnarl,True
Snorunt · ASC 046,Snorunt,Marnie's Grimmsnarl,ptcg::archetype::marnie_s_grimmsnarl,False
Special Red Card · CRI 082,Special Red Card,Marnie's Grimmsnarl,ptcg::archetype::marnie_s_grimmsnarl,True
Spikemuth Gym · DRI 169,Spikemuth Gym,Marnie's Grimmsnarl,ptcg::archetype::marnie_s_grimmsnarl,False
Tatsugiri · SVP 118,Tatsugiri,Marnie's Grimmsnarl,ptcg::archetype::marnie_s_grimmsnarl,True
Team Rocket's Petrel · DRI 176,Team Rocket's Petrel,Marnie's Grimmsnarl,ptcg::archetype::marnie_s_grimmsnarl,True
Yveltal · MEG 088,Yveltal,Marnie's Grimmsnarl,ptcg::archetype::marnie_s_grimmsnarl,True
Avalugg · CRI 024,Avalugg,Mega Abomasnow,ptcg::archetype::mega_abomasnow,False
Bergmite · CRI 023,Bergmite,Mega Abomasnow,ptcg::archetype::mega_abomasnow,False
Boss's Orders · PAL 172,Boss's Orders,Mega Abomasnow,ptcg::archetype::mega_abomasnow,True
Dawn · PFL 087,Dawn,Mega Abomasnow,ptcg::archetype::mega_abomasnow,True
Hero's Cape · TEF 152,Hero's Cape,Mega Abomasnow,ptcg::archetype::mega_abomasnow,True
Kyogre · MEG 034,Kyogre,Mega Abomasnow,ptcg::archetype::mega_abomasnow,False
Mega Abomasnow ex · MEG 036,Mega Abomasnow ex,Mega Abomasnow,ptcg::archetype::mega_abomasnow,False
Snover · MEG 035,Snover,Mega Abomasnow,ptcg::archetype::mega_abomasnow,False
Surfing Beach · MEG 129,Surfing Beach,Mega Abomasnow,ptcg::archetype::mega_abomasnow,True
Team Rocket's Petrel · DRI 176,Team Rocket's Petrel,Mega Abomasnow,ptcg::archetype::mega_abomasnow,True
Ultra Ball · BRS 150,Ultra Ball,Mega Abomasnow,ptcg::archetype::mega_abomasnow,True
Water Energy · BS 102,Water Energy,Mega Abomasnow,ptcg::archetype::mega_abomasnow,True
Bloodmoon Ursaluna ex · SVP 177,Bloodmoon Ursaluna ex,Mega Absol Box,ptcg::archetype::mega_absol_box,False
Boss's Orders · PAL 172,Boss's Orders,Mega Absol Box,ptcg::archetype::mega_absol_box,True
Brock's Scouting · JTG 146,Brock's Scouting,Mega Absol Box,ptcg::archetype::mega_absol_box,True
Darkness Energy · DP 129,Darkness Energy,Mega Absol Box,ptcg::archetype::mega_absol_box,True
Energy Search · SVI 172,Energy Search,Mega Absol Box,ptcg::archetype::mega_absol_box,False
Energy Switch · SVI 173,Energy Switch,Mega Absol Box,ptcg::archetype::mega_absol_box,True
Fezandipiti ex · SFA 038,Fezandipiti ex,Mega Absol Box,ptcg::archetype::mega_absol_box,True
Fire Energy · BS 98,Fire Energy,Mega Absol Box,ptcg::archetype::mega_absol_box,True
Latias ex · SSP 076,Latias ex,Mega Absol Box,ptcg::archetype::mega_absol_box,True
Lillie's Determination · MEG 119,Lillie's Determination,Mega Absol Box,ptcg::archetype::mega_absol_box,True
Lisia's Appeal · SSP 179,Lisia's Appeal,Mega Absol Box,ptcg::archetype::mega_absol_box,False
Mega Absol ex · MEG 086,Mega Absol ex,Mega Absol Box,ptcg::archetype::mega_absol_box,False
Mega Audino ex · ASC 172,Mega Audino ex,Mega Absol Box,ptcg::archetype::mega_absol_box,False
Mega Kangaskhan ex · MEP 025,Mega Kangaskhan ex,Mega Absol Box,ptcg::archetype::mega_absol_box,True
Moltres · PFL 014,Moltres,Mega Absol Box,ptcg::archetype::mega_absol_box,True
Munkidori · TWM 095,Munkidori,Mega Absol Box,ptcg::archetype::mega_absol_box,True
Night Stretcher · SFA 061,Night Stretcher,Mega Absol Box,ptcg::archetype::mega_absol_box,True
Pecharunt ex · SFA 039,Pecharunt ex,Mega Absol Box,ptcg::archetype::mega_absol_box,True
Precious Trolley · SSP 185,Precious Trolley,Mega Absol Box,ptcg::archetype::mega_absol_box,False
Prism Tower · CRI 080,Prism Tower,Mega Absol Box,ptcg::archetype::mega_absol_box,False
Psyduck · ASC 039,Psyduck,Mega Absol Box,ptcg::archetype::mega_absol_box,True
Special Red Card · CRI 082,Special Red Card,Mega Absol Box,ptcg::archetype::mega_absol_box,True
Team Rocket's Petrel · DRI 176,Team Rocket's Petrel,Mega Absol Box,ptcg::archetype::mega_absol_box,True
Team Rocket's Transceiver · DRI 178,Team Rocket's Transceiver,Mega Absol Box,ptcg::archetype::mega_absol_box,True
Team Rocket's Watchtower · DRI 180,Team Rocket's Watchtower,Mega Absol Box,ptcg::archetype::mega_absol_box,True
Transformation Tome · CRI 083,Transformation Tome,Mega Absol Box,ptcg::archetype::mega_absol_box,True
Ultra Ball · BRS 150,Ultra Ball,Mega Absol Box,ptcg::archetype::mega_absol_box,True
Yveltal · MEG 088,Yveltal,Mega Absol Box,ptcg::archetype::mega_absol_box,True
Air Balloon · BLK 079,Air Balloon,Mega Charizard X,ptcg::archetype::mega_charizard_x,True
Battle Cage · PFL 085,Battle Cage,Mega Charizard X,ptcg::archetype::mega_charizard_x,False
Boss's Orders · PAL 172,Boss's Orders,Mega Charizard X,ptcg::archetype::mega_charizard_x,True
Braixen · CRI 012,Braixen,Mega Charizard X,ptcg::archetype::mega_charizard_x,False
Charmander · PFL 011,Charmander,Mega Charizard X,ptcg::archetype::mega_charizard_x,False
Charmeleon · PFL 012,Charmeleon,Mega Charizard X,ptcg::archetype::mega_charizard_x,False
Dawn · PFL 087,Dawn,Mega Charizard X,ptcg::archetype::mega_charizard_x,True
Delphox · CRI 013,Delphox,Mega Charizard X,ptcg::archetype::mega_charizard_x,False
Energy Retrieval · SVI 171,Energy Retrieval,Mega Charizard X,ptcg::archetype::mega_charizard_x,True
Fennekin · CRI 011,Fennekin,Mega Charizard X,ptcg::archetype::mega_charizard_x,False
Fezandipiti ex · SFA 038,Fezandipiti ex,Mega Charizard X,ptcg::archetype::mega_charizard_x,True
Fire Energy · BS 98,Fire Energy,Mega Charizard X,ptcg::archetype::mega_charizard_x,True
Judge · FLI 108,Judge,Mega Charizard X,ptcg::archetype::mega_charizard_x,False
Lillie's Determination · MEG 119,Lillie's Determination,Mega Charizard X,ptcg::archetype::mega_charizard_x,True
Max Rod · PRE 116,Max Rod,Mega Charizard X,ptcg::archetype::mega_charizard_x,False
Mega Charizard X ex · PFL 013,Mega Charizard X ex,Mega Charizard X,ptcg::archetype::mega_charizard_x,False
Mega Charizard Y ex · ASC 022,Mega Charizard Y ex,Mega Charizard X,ptcg::archetype::mega_charizard_x,False
Meowth ex · POR 062,Meowth ex,Mega Charizard X,ptcg::archetype::mega_charizard_x,True
Night Stretcher · SFA 061,Night Stretcher,Mega Charizard X,ptcg::archetype::mega_charizard_x,True
Nitro Fire Energy · CRI 086,Nitro Fire Energy,Mega Charizard X,ptcg::archetype::mega_charizard_x,False
Oricorio ex · PFL 018,Oricorio ex,Mega Charizard X,ptcg::archetype::mega_charizard_x,False
Poké Pad · ASC 198,Poké Pad,Mega Charizard X,ptcg::archetype::mega_charizard_x,True
Psyduck · ASC 039,Psyduck,Mega Charizard X,ptcg::archetype::mega_charizard_x,True
Rare Candy · SSH 180,Rare Candy,Mega Charizard X,ptcg::archetype::mega_charizard_x,True
Shaymin · DRI 010,Shaymin,Mega Charizard X,ptcg::archetype::mega_charizard_x,True
Special Red Card · CRI 082,Special Red Card,Mega Charizard X,ptcg::archetype::mega_charizard_x,True
Switch · BLW 104,Switch,Mega Charizard X,ptcg::archetype::mega_charizard_x,True
Team Rocket's Watchtower · DRI 180,Team Rocket's Watchtower,Mega Charizard X,ptcg::archetype::mega_charizard_x,True
Ultra Ball · BRS 150,Ultra Ball,Mega Charizard X,ptcg::archetype::mega_charizard_x,True
Boss's Orders · PAL 172,Boss's Orders,Mega Diancie,ptcg::archetype::mega_diancie,True
Bronzong · TEF 069,Bronzong,Mega Diancie,ptcg::archetype::mega_diancie,False
Bronzor · TEF 068,Bronzor,Mega Diancie,ptcg::archetype::mega_diancie,False
Deoxys · CRI 033,Deoxys,Mega Diancie,ptcg::archetype::mega_diancie,False
Dusclops · SFA 019,Dusclops,Mega Diancie,ptcg::archetype::mega_diancie,True
Dusknoir · SFA 020,Dusknoir,Mega Diancie,ptcg::archetype::mega_diancie,True
Duskull · SFA 018,Duskull,Mega Diancie,ptcg::archetype::mega_diancie,True
Fezandipiti ex · SFA 038,Fezandipiti ex,Mega Diancie,ptcg::archetype::mega_diancie,True
Judge · FLI 108,Judge,Mega Diancie,ptcg::archetype::mega_diancie,False
Latias ex · SSP 076,Latias ex,Mega Diancie,ptcg::archetype::mega_diancie,True
Lillie's Clefairy ex · SVP 195,Lillie's Clefairy ex,Mega Diancie,ptcg::archetype::mega_diancie,True
Lillie's Determination · MEG 119,Lillie's Determination,Mega Diancie,ptcg::archetype::mega_diancie,True
Lillie's Pearl · JTG 151,Lillie's Pearl,Mega Diancie,ptcg::archetype::mega_diancie,False
Mega Diancie ex · PFL 041,Mega Diancie ex,Mega Diancie,ptcg::archetype::mega_diancie,False
Meowth ex · POR 062,Meowth ex,Mega Diancie,ptcg::archetype::mega_diancie,True
Mystery Garden · MEG 122,Mystery Garden,Mega Diancie,ptcg::archetype::mega_diancie,False
Night Stretcher · SFA 061,Night Stretcher,Mega Diancie,ptcg::archetype::mega_diancie,True
Poké Pad · ASC 198,Poké Pad,Mega Diancie,ptcg::archetype::mega_diancie,True
Powerglass · SFA 063,Powerglass,Mega Diancie,ptcg::archetype::mega_diancie,False
Psychic Energy · BS 101,Psychic Energy,Mega Diancie,ptcg::archetype::mega_diancie,True
Rare Candy · SSH 180,Rare Candy,Mega Diancie,ptcg::archetype::mega_diancie,True
Secret Box · TWM 163,Secret Box,Mega Diancie,ptcg::archetype::mega_diancie,True
Special Red Card · CRI 082,Special Red Card,Mega Diancie,ptcg::archetype::mega_diancie,True
Switch · BLW 104,Switch,Mega Diancie,ptcg::archetype::mega_diancie,True
Telepathic Psychic Energy · POR 088,Telepathic Psychic Energy,Mega Diancie,ptcg::archetype::mega_diancie,True
Ultra Ball · BRS 150,Ultra Ball,Mega Diancie,ptcg::archetype::mega_diancie,True
Wondrous Patch · PFL 094,Wondrous Patch,Mega Diancie,ptcg::archetype::mega_diancie,True
Air Balloon · BLK 079,Air Balloon,Mega Froslass,ptcg::archetype::mega_froslass,True
Boss's Orders · PAL 172,Boss's Orders,Mega Froslass,ptcg::archetype::mega_froslass,True
Buddy-Buddy Poffin · TEF 144,Buddy-Buddy Poffin,Mega Froslass,ptcg::archetype::mega_froslass,True
Budew · PRE 004,Budew,Mega Froslass,ptcg::archetype::mega_froslass,True
Crispin · SCR 133,Crispin,Mega Froslass,ptcg::archetype::mega_froslass,True
Darkness Energy · DP 129,Darkness Energy,Mega Froslass,ptcg::archetype::mega_froslass,True
Deluxe Bomb · SCR 134,Deluxe Bomb,Mega Froslass,ptcg::archetype::mega_froslass,False
Dudunsparce · TEF 129,Dudunsparce,Mega Froslass,ptcg::archetype::mega_froslass,True
Dunsparce · JTG 120,Dunsparce,Mega Froslass,ptcg::archetype::mega_froslass,True
Froslass · SVP 117,Froslass,Mega Froslass,ptcg::archetype::mega_froslass,False
Gravity Mountain · SSP 177,Gravity Mountain,Mega Froslass,ptcg::archetype::mega_froslass,True
Hilda · WHT 084,Hilda,Mega Froslass,ptcg::archetype::mega_froslass,True
Lana's Aid · TWM 155,Lana's Aid,Mega Froslass,ptcg::archetype::mega_froslass,True
Lillie's Determination · MEG 119,Lillie's Determination,Mega Froslass,ptcg::archetype::mega_froslass,True
Lucian · TWM 157,Lucian,Mega Froslass,ptcg::archetype::mega_froslass,False
Mega Froslass ex · ASC 047,Mega Froslass ex,Mega Froslass,ptcg::archetype::mega_froslass,False
Mega Starmie ex · POR 021,Mega Starmie ex,Mega Froslass,ptcg::archetype::mega_froslass,False
Munkidori · TWM 095,Munkidori,Mega Froslass,ptcg::archetype::mega_froslass,True
Night Stretcher · SFA 061,Night Stretcher,Mega Froslass,ptcg::archetype::mega_froslass,True
Poké Pad · ASC 198,Poké Pad,Mega Froslass,ptcg::archetype::mega_froslass,True
Pokégear 3.0 · UNB 182,Pokégear 3.0,Mega Froslass,ptcg::archetype::mega_froslass,False
Risky Ruins · MEG 127,Risky Ruins,Mega Froslass,ptcg::archetype::mega_froslass,False
Shaymin · DRI 010,Shaymin,Mega Froslass,ptcg::archetype::mega_froslass,True
Snorunt · ASC 046,Snorunt,Mega Froslass,ptcg::archetype::mega_froslass,False
Staryu · POR 020,Staryu,Mega Froslass,ptcg::archetype::mega_froslass,False
Ultra Ball · BRS 150,Ultra Ball,Mega Froslass,ptcg::archetype::mega_froslass,True
Wally's Compassion · MEG 132,Wally's Compassion,Mega Froslass,ptcg::archetype::mega_froslass,False
Water Energy · BS 102,Water Energy,Mega Froslass,ptcg::archetype::mega_froslass,True
AZ's Tranquility · CRI 076,AZ's Tranquility,Mega Greninja,ptcg::archetype::mega_greninja,True
Air Balloon · BLK 079,Air Balloon,Mega Greninja,ptcg::archetype::mega_greninja,True
Boss's Orders · PAL 172,Boss's Orders,Mega Greninja,ptcg::archetype::mega_greninja,True
Buddy-Buddy Poffin · TEF 144,Buddy-Buddy Poffin,Mega Greninja,ptcg::archetype::mega_greninja,True
Budew · PRE 004,Budew,Mega Greninja,ptcg::archetype::mega_greninja,True
Dudunsparce ex · JTG 121,Dudunsparce ex,Mega Greninja,ptcg::archetype::mega_greninja,True
Dudunsparce · TEF 129,Dudunsparce,Mega Greninja,ptcg::archetype::mega_greninja,True
Dunsparce · JTG 120,Dunsparce,Mega Greninja,ptcg::archetype::mega_greninja,True
Energy Retrieval · SVI 171,Energy Retrieval,Mega Greninja,ptcg::archetype::mega_greninja,True
Fezandipiti ex · SFA 038,Fezandipiti ex,Mega Greninja,ptcg::archetype::mega_greninja,True
Froakie · CRI 020,Froakie,Mega Greninja,ptcg::archetype::mega_greninja,True
Frogadier · CRI 021,Frogadier,Mega Greninja,ptcg::archetype::mega_greninja,True
Greninja ex · TWM 106,Greninja ex,Mega Greninja,ptcg::archetype::mega_greninja,True
Hilda · WHT 084,Hilda,Mega Greninja,ptcg::archetype::mega_greninja,True
Ignition Energy · WHT 086,Ignition Energy,Mega Greninja,ptcg::archetype::mega_greninja,True
Lillie's Determination · MEG 119,Lillie's Determination,Mega Greninja,ptcg::archetype::mega_greninja,True
Mega Greninja ex · CRI 022,Mega Greninja ex,Mega Greninja,ptcg::archetype::mega_greninja,True
Meowth ex · POR 062,Meowth ex,Mega Greninja,ptcg::archetype::mega_greninja,True
Neo Upper Energy · TEF 162,Neo Upper Energy,Mega Greninja,ptcg::archetype::mega_greninja,True
Night Stretcher · SFA 061,Night Stretcher,Mega Greninja,ptcg::archetype::mega_greninja,True
Poké Pad · ASC 198,Poké Pad,Mega Greninja,ptcg::archetype::mega_greninja,True
Psyduck · ASC 039,Psyduck,Mega Greninja,ptcg::archetype::mega_greninja,True
Rare Candy · SSH 180,Rare Candy,Mega Greninja,ptcg::archetype::mega_greninja,True
Special Red Card · CRI 082,Special Red Card,Mega Greninja,ptcg::archetype::mega_greninja,True
Surfing Beach · MEG 129,Surfing Beach,Mega Greninja,ptcg::archetype::mega_greninja,True
Ultra Ball · BRS 150,Ultra Ball,Mega Greninja,ptcg::archetype::mega_greninja,True
Water Energy · BS 102,Water Energy,Mega Greninja,ptcg::archetype::mega_greninja,True
Abra · TWM 080,Abra,Mega Lopunny,ptcg::archetype::mega_lopunny,False
Air Balloon · BLK 079,Air Balloon,Mega Lopunny,ptcg::archetype::mega_lopunny,True
Battle Cage · PFL 085,Battle Cage,Mega Lopunny,ptcg::archetype::mega_lopunny,False
Boss's Orders · PAL 172,Boss's Orders,Mega Lopunny,ptcg::archetype::mega_lopunny,True
Buddy-Buddy Poffin · TEF 144,Buddy-Buddy Poffin,Mega Lopunny,ptcg::archetype::mega_lopunny,True
Buneary · PFL 083,Buneary,Mega Lopunny,ptcg::archetype::mega_lopunny,False
Dudunsparce ex · JTG 121,Dudunsparce ex,Mega Lopunny,ptcg::archetype::mega_lopunny,True
Dudunsparce · TEF 129,Dudunsparce,Mega Lopunny,ptcg::archetype::mega_lopunny,True
Dunsparce · JTG 120,Dunsparce,Mega Lopunny,ptcg::archetype::mega_lopunny,True
Enriching Energy · SSP 191,Enriching Energy,Mega Lopunny,ptcg::archetype::mega_lopunny,True
Fan Rotom · SCR 118,Fan Rotom,Mega Lopunny,ptcg::archetype::mega_lopunny,False
Fire Energy · BS 98,Fire Energy,Mega Lopunny,ptcg::archetype::mega_lopunny,True
Hilda · WHT 084,Hilda,Mega Lopunny,ptcg::archetype::mega_lopunny,True
Lillie's Determination · MEG 119,Lillie's Determination,Mega Lopunny,ptcg::archetype::mega_lopunny,True
Mega Lopunny ex · PFL 084,Mega Lopunny ex,Mega Lopunny,ptcg::archetype::mega_lopunny,False
Mist Energy · TEF 161,Mist Energy,Mega Lopunny,ptcg::archetype::mega_lopunny,False
Moltres · PFL 014,Moltres,Mega Lopunny,ptcg::archetype::mega_lopunny,True
Night Stretcher · SFA 061,Night Stretcher,Mega Lopunny,ptcg::archetype::mega_lopunny,True
Poké Pad · ASC 198,Poké Pad,Mega Lopunny,ptcg::archetype::mega_lopunny,True
Pokégear 3.0 · UNB 182,Pokégear 3.0,Mega Lopunny,ptcg::archetype::mega_lopunny,False
Psyduck · ASC 039,Psyduck,Mega Lopunny,ptcg::archetype::mega_lopunny,True
Ultra Ball · BRS 150,Ultra Ball,Mega Lopunny,ptcg::archetype::mega_lopunny,True
Wally's Compassion · MEG 132,Wally's Compassion,Mega Lopunny,ptcg::archetype::mega_lopunny,False
Boss's Orders · PAL 172,Boss's Orders,Mega Lucario,ptcg::archetype::mega_lucario,True
Buddy-Buddy Poffin · TEF 144,Buddy-Buddy Poffin,Mega Lucario,ptcg::archetype::mega_lucario,True
Dudunsparce ex · JTG 121,Dudunsparce ex,Mega Lucario,ptcg::archetype::mega_lucario,True
Dudunsparce · TEF 129,Dudunsparce,Mega Lucario,ptcg::archetype::mega_lucario,True
Dunsparce · JTG 120,Dunsparce,Mega Lucario,ptcg::archetype::mega_lucario,True
Fighting Energy · BS 97,Fighting Energy,Mega Lucario,ptcg::archetype::mega_lucario,True
Fighting Gong · MEG 116,Fighting Gong,Mega Lucario,ptcg::archetype::mega_lucario,True
Gravity Mountain · SSP 177,Gravity Mountain,Mega Lucario,ptcg::archetype::mega_lucario,True
Hilda · WHT 084,Hilda,Mega Lucario,ptcg::archetype::mega_lucario,True
Jamming Tower · TWM 153,Jamming Tower,Mega Lucario,ptcg::archetype::mega_lucario,True
Legacy Energy · TWM 167,Legacy Energy,Mega Lucario,ptcg::archetype::mega_lucario,True
Lillie's Determination · MEG 119,Lillie's Determination,Mega Lucario,ptcg::archetype::mega_lucario,True
Lunatone · MEP 004,Lunatone,Mega Lucario,ptcg::archetype::mega_lucario,True
Mega Lucario ex · MEP 012,Mega Lucario ex,Mega Lucario,ptcg::archetype::mega_lucario,True
Poké Pad · ASC 198,Poké Pad,Mega Lucario,ptcg::archetype::mega_lucario,True
Premium Power Pro · MEG 124,Premium Power Pro,Mega Lucario,ptcg::archetype::mega_lucario,True
Riolu · MEP 010,Riolu,Mega Lucario,ptcg::archetype::mega_lucario,True
Riolu · PRE 050,Riolu,Mega Lucario,ptcg::archetype::mega_lucario,True
Rocky Fighting Energy · POR 087,Rocky Fighting Energy,Mega Lucario,ptcg::archetype::mega_lucario,True
Solrock · MEG 075,Solrock,Mega Lucario,ptcg::archetype::mega_lucario,True
Special Red Card · CRI 082,Special Red Card,Mega Lucario,ptcg::archetype::mega_lucario,True
Ultra Ball · BRS 150,Ultra Ball,Mega Lucario,ptcg::archetype::mega_lucario,True
Boss's Orders · PAL 172,Boss's Orders,Mega Manectric,ptcg::archetype::mega_manectric,True
Brock's Scouting · JTG 146,Brock's Scouting,Mega Manectric,ptcg::archetype::mega_manectric,True
Buddy-Buddy Poffin · TEF 144,Buddy-Buddy Poffin,Mega Manectric,ptcg::archetype::mega_manectric,True
Colress's Tenacity · SFA 057,Colress's Tenacity,Mega Manectric,ptcg::archetype::mega_manectric,False
Crispin · SCR 133,Crispin,Mega Manectric,ptcg::archetype::mega_manectric,True
Electrike · MEG 049,Electrike,Mega Manectric,ptcg::archetype::mega_manectric,False
Fezandipiti ex · SFA 038,Fezandipiti ex,Mega Manectric,ptcg::archetype::mega_manectric,True
Galvantula · SFA 002,Galvantula,Mega Manectric,ptcg::archetype::mega_manectric,False
Grass Energy · BS 99,Grass Energy,Mega Manectric,ptcg::archetype::mega_manectric,True
Jamming Tower · TWM 153,Jamming Tower,Mega Manectric,ptcg::archetype::mega_manectric,True
Joltik · SCR 050,Joltik,Mega Manectric,ptcg::archetype::mega_manectric,False
Lana's Aid · TWM 155,Lana's Aid,Mega Manectric,ptcg::archetype::mega_manectric,True
Latias ex · SSP 076,Latias ex,Mega Manectric,ptcg::archetype::mega_manectric,True
Lightning Energy · BS 100,Lightning Energy,Mega Manectric,ptcg::archetype::mega_manectric,True
Lillie's Clefairy ex · SVP 195,Lillie's Clefairy ex,Mega Manectric,ptcg::archetype::mega_manectric,True
Lillie's Determination · MEG 119,Lillie's Determination,Mega Manectric,ptcg::archetype::mega_manectric,True
Magnemite · MEG 045,Magnemite,Mega Manectric,ptcg::archetype::mega_manectric,False
Magneton · SVP 153,Magneton,Mega Manectric,ptcg::archetype::mega_manectric,False
Mega Manectric ex · MEG 050,Mega Manectric ex,Mega Manectric,ptcg::archetype::mega_manectric,False
Meowth ex · POR 062,Meowth ex,Mega Manectric,ptcg::archetype::mega_manectric,True
Pokégear 3.0 · UNB 182,Pokégear 3.0,Mega Manectric,ptcg::archetype::mega_manectric,False
Prime Catcher · TEF 157,Prime Catcher,Mega Manectric,ptcg::archetype::mega_manectric,False
Psychic Energy · BS 101,Psychic Energy,Mega Manectric,ptcg::archetype::mega_manectric,True
Ultra Ball · BRS 150,Ultra Ball,Mega Manectric,ptcg::archetype::mega_manectric,True
Water Energy · BS 102,Water Energy,Mega Manectric,ptcg::archetype::mega_manectric,True
Wellspring Mask Ogerpon ex · TWM 064,Wellspring Mask Ogerpon ex,Mega Manectric,ptcg::archetype::mega_manectric,True
Binding Mochi · SFA 055,Binding Mochi,Mega Sharpedo,ptcg::archetype::mega_sharpedo,True
Boss's Orders · PAL 172,Boss's Orders,Mega Sharpedo,ptcg::archetype::mega_sharpedo,True
Buddy-Buddy Poffin · TEF 144,Buddy-Buddy Poffin,Mega Sharpedo,ptcg::archetype::mega_sharpedo,True
Buneary · PFL 083,Buneary,Mega Sharpedo,ptcg::archetype::mega_sharpedo,False
Carvanha · PFL 060,Carvanha,Mega Sharpedo,ptcg::archetype::mega_sharpedo,False
Darkness Energy · DP 129,Darkness Energy,Mega Sharpedo,ptcg::archetype::mega_sharpedo,True
Gravity Mountain · SSP 177,Gravity Mountain,Mega Sharpedo,ptcg::archetype::mega_sharpedo,True
Judge · FLI 108,Judge,Mega Sharpedo,ptcg::archetype::mega_sharpedo,False
Lillie's Determination · MEG 119,Lillie's Determination,Mega Sharpedo,ptcg::archetype::mega_sharpedo,True
Mega Lopunny ex · PFL 084,Mega Lopunny ex,Mega Sharpedo,ptcg::archetype::mega_sharpedo,False
