card_key,display_label,name,category,top10_core,top50,source_locator_count,source_locators,archetype_count,archetypes,anki_tags
Joltik · SCR 050,Joltik · SCR 050,Joltik,Pokemon,False,True,1,SCR-50,2,Joltik Box | Mega Manectric,ptcg::archetype::joltik_box ptcg::archetype::mega_manectric ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Judge · FLI 108,Judge,Judge,Trainer,False,True,1,POR-76,10,Archaludon | Cynthia's Garchomp | Decidueye | Eelektrik | Ethan's Typhlosion | Greninja | Mega Charizard X | Mega Diancie | Mega Sharpedo | Mega Venusaur,ptcg::archetype::archaludon ptcg::archetype::cynthia_s_garchomp ptcg::archetype::decidueye ptcg::archetype::eelektrik ptcg::archetype::ethan_s_typhlosion ptcg::archetype::greninja ptcg::archetype::mega_charizard_x ptcg::archetype::mega_diancie ptcg::archetype::mega_sharpedo ptcg::archetype::mega_venusaur ptcg::card_type::trainer ptcg::meta::2026_06::top50
Jumbo Ice Cream · PFL 091,Jumbo Ice Cream,Jumbo Ice Cream,Trainer,False,True,1,PFL-91,3,Crustle | Kangaskhan Bouffalant | Sylveon,ptcg::archetype::crustle ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::sylveon ptcg::card_type::trainer ptcg::meta::2026_06::top50
Kadabra · MEG 055,Kadabra · MEG 055,Kadabra,Pokemon,True,True,1,MEG-55,1,Alakazam,ptcg::archetype::alakazam ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Kakuna · CRI 002,Kakuna,Kakuna,Pokemon,False,True,1,CRI-2,1,Beedrill,ptcg::archetype::beedrill ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Kieran · TWM 154,Kieran,Kieran,Trainer,False,True,1,TWM-154,5,Bronzong | Ethan's Typhlosion | Festival Lead | Flareon | Steven's Metagross,ptcg::archetype::bronzong ptcg::archetype::ethan_s_typhlosion ptcg::archetype::festival_lead ptcg::archetype::flareon ptcg::archetype::steven_s_metagross ptcg::card_type::trainer ptcg::meta::2026_06::top50
Koraidon ex · ASC 121,Koraidon ex · ASC 121,Koraidon ex,Pokemon,True,True,1,ASC-121,2,Basic Box | Lillie's Clefairy,ptcg::archetype::basic_box ptcg::archetype::lillie_s_clefairy ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Kyogre · MEG 034,Kyogre,Kyogre,Pokemon,False,True,1,MEG-34,1,Mega Abomasnow,ptcg::archetype::mega_abomasnow ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Kyurem · SFA 047,Kyurem,Kyurem,Pokemon,True,True,1,SFA-47,1,Slowking,ptcg::archetype::slowking ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Lana's Aid · TWM 155,Lana's Aid,Lana's Aid,Trainer,True,True,1,TWM-155,7,Alakazam | Ethan's Typhlosion | Festival Lead | Mega Froslass | Mega Manectric | Mega Venusaur | Ogerpon Meganium,ptcg::archetype::alakazam ptcg::archetype::ethan_s_typhlosion ptcg::archetype::festival_lead ptcg::archetype::mega_froslass ptcg::archetype::mega_manectric ptcg::archetype::mega_venusaur ptcg::archetype::ogerpon_meganium ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Larry's Skill · PRE 115,Larry's Skill,Larry's Skill,Trainer,False,True,1,PRE-115,2,Froslass Munkidori | Mega Starmie,ptcg::archetype::froslass_munkidori ptcg::archetype::mega_starmie ptcg::card_type::trainer ptcg::meta::2026_06::top50
Latias ex · SSP 076,Latias ex,Latias ex,Pokemon,True,True,1,SSP-76,14,Basic Box | Bronzong | Flareon | Greninja | Joltik Box | Kangaskhan Bouffalant | Lillie's Clefairy | Mega Absol Box | Mega Diancie | Mega Manectric | Raging Bolt | Slowking | Steven's Metagross | Tera Box,ptcg::archetype::basic_box ptcg::archetype::bronzong ptcg::archetype::flareon ptcg::archetype::greninja ptcg::archetype::joltik_box ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::lillie_s_clefairy ptcg::archetype::mega_absol_box ptcg::archetype::mega_diancie ptcg::archetype::mega_manectric ptcg::archetype::raging_bolt ptcg::archetype::slowking ptcg::archetype::steven_s_metagross ptcg::archetype::tera_box ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Leafeon ex · PRE 006,Leafeon ex,Leafeon ex,Pokemon,False,True,1,PRE-6,1,Flareon,ptcg::archetype::flareon ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top50
Legacy Energy · TWM 167,Legacy Energy,Legacy Energy,Energy,True,True,1,TWM-167,3,Mega Lucario | Mega Starmie | Okidogi,ptcg::archetype::mega_lucario ptcg::archetype::mega_starmie ptcg::archetype::okidogi ptcg::card_type::energy ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Light Ball · ASC 191,Light Ball,Light Ball,Trainer,False,True,1,ASC-191,1,Joltik Box,ptcg::archetype::joltik_box ptcg::card_type::trainer ptcg::meta::2026_06::top50
Lightning Energy · BS 100,Lightning Energy,Lightning Energy,Energy,True,True,1,MEE-4,6,Eelektrik | Flareon | Joltik Box | Mega Manectric | Raging Bolt | Tera Box,ptcg::archetype::eelektrik ptcg::archetype::flareon ptcg::archetype::joltik_box ptcg::archetype::mega_manectric ptcg::archetype::raging_bolt ptcg::archetype::tera_box ptcg::card_type::energy ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Lillie's Clefairy ex · SVP 195,Lillie's Clefairy ex,Lillie's Clefairy ex,Pokemon,True,True,1,ASC-76,15,Basic Box | Bronzong | Flareon | Hop's Trevenant | Joltik Box | Kangaskhan Bouffalant | Lillie's Clefairy | Mega Diancie | Mega Manectric | Raging Bolt | Rocket's Mewtwo | Rocket's Spidops | Slowking | Steven's Metagross | Tera Box,ptcg::archetype::basic_box ptcg::archetype::bronzong ptcg::archetype::flareon ptcg::archetype::hop_s_trevenant ptcg::archetype::joltik_box ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::lillie_s_clefairy ptcg::archetype::mega_diancie ptcg::archetype::mega_manectric ptcg::archetype::raging_bolt ptcg::archetype::rocket_s_mewtwo ptcg::archetype::rocket_s_spidops ptcg::archetype::slowking ptcg::archetype::steven_s_metagross ptcg::archetype::tera_box ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Lillie's Determination · MEG 119,Lillie's Determination,Lillie's Determination,Trainer,True,True,1,MEG-119,39,Archaludon | Basic Box | Beedrill | Bloodmoon Ursaluna | Bronzong | Crustle | Cynthia's Garchomp | Decidueye | Doublade | Dragapult | Eelektrik | Ethan's Typhlosion | Festival Lead | Froslass Munkidori | Greninja | Hop's Trevenant | Marnie's Grimmsnarl | Mega Absol Box | Mega Charizard X | Mega Diancie | Mega Froslass | Mega Greninja | Mega Lopunny | Mega Lucario | Mega Manectric | Mega Sharpedo | Mega Starmie | Mega Venusaur | N's Zoroark | Ogerpon Meganium | Okidogi | Palafin | Raging Bolt | Rocket's Mewtwo | Rocket's Spidops | Slowking | Steven's Metagross | Sylveon | Toxtricity,ptcg::archetype::archaludon ptcg::archetype::basic_box ptcg::archetype::beedrill ptcg::archetype::bloodmoon_ursaluna ptcg::archetype::bronzong ptcg::archetype::crustle ptcg::archetype::cynthia_s_garchomp ptcg::archetype::decidueye ptcg::archetype::doublade ptcg::archetype::dragapult ptcg::archetype::eelektrik ptcg::archetype::ethan_s_typhlosion ptcg::archetype::festival_lead ptcg::archetype::froslass_munkidori ptcg::archetype::greninja ptcg::archetype::hop_s_trevenant ptcg::archetype::marnie_s_grimmsnarl ptcg::archetype::mega_absol_box ptcg::archetype::mega_charizard_x ptcg::archetype::mega_diancie ptcg::archetype::mega_froslass ptcg::archetype::mega_greninja ptcg::archetype::mega_lopunny ptcg::archetype::mega_lucario ptcg::archetype::mega_manectric ptcg::archetype::mega_sharpedo ptcg::archetype::mega_starmie ptcg::archetype::mega_venusaur ptcg::archetype::n_s_zoroark ptcg::archetype::ogerpon_meganium ptcg::archetype::okidogi ptcg::archetype::palafin ptcg::archetype::raging_bolt ptcg::archetype::rocket_s_mewtwo ptcg::archetype::rocket_s_spidops ptcg::archetype::slowking ptcg::archetype::steven_s_metagross ptcg::archetype::sylveon ptcg::archetype::toxtricity ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Lillie's Pearl · JTG 151,Lillie's Pearl,Lillie's Pearl,Trainer,False,True,1,JTG-151,2,Lillie's Clefairy | Mega Diancie,ptcg::archetype::lillie_s_clefairy ptcg::archetype::mega_diancie ptcg::card_type::trainer ptcg::meta::2026_06::top50
Lilligant · JTG 007,Lilligant · JTG 007,Lilligant,Pokemon,False,True,1,JTG-7,1,Festival Lead,ptcg::archetype::festival_lead ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Lisia's Appeal · SSP 179,Lisia's Appeal,Lisia's Appeal,Trainer,False,True,1,SSP-179,2,Crustle | Mega Absol Box,ptcg::archetype::crustle ptcg::archetype::mega_absol_box ptcg::card_type::trainer ptcg::meta::2026_06::top50
Lucian · TWM 157,Lucian,Lucian,Trainer,False,True,1,TWM-157,1,Mega Froslass,ptcg::archetype::mega_froslass ptcg::card_type::trainer ptcg::meta::2026_06::top50
Lucky Helmet · TWM 158,Lucky Helmet,Lucky Helmet,Trainer,True,True,1,TWM-158,4,Alakazam | Bronzong | Rocket's Mewtwo | Slowking,ptcg::archetype::alakazam ptcg::archetype::bronzong ptcg::archetype::rocket_s_mewtwo ptcg::archetype::slowking ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Lunatone · MEP 004,Lunatone,Lunatone,Pokemon,True,True,1,MEG-74,4,Bloodmoon Ursaluna | Ceruledge | Mega Lucario | Okidogi,ptcg::archetype::bloodmoon_ursaluna ptcg::archetype::ceruledge ptcg::archetype::mega_lucario ptcg::archetype::okidogi ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Magnemite · MEG 045,Magnemite · MEG 045,Magnemite,Pokemon,False,True,1,MEG-45,1,Mega Manectric,ptcg::archetype::mega_manectric ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Magneton · SVP 153,Magneton · SSP 059,Magneton,Pokemon,False,True,1,SSP-59,1,Mega Manectric,ptcg::archetype::mega_manectric ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Maractus · JTG 008,Maractus · JTG 008,Maractus,Pokemon,False,True,1,JTG-8,1,Froslass Munkidori,ptcg::archetype::froslass_munkidori ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Marnie's Grimmsnarl ex · DRI 136,Marnie's Grimmsnarl ex · DRI 136,Marnie's Grimmsnarl ex,Pokemon,False,True,1,DRI-136,1,Marnie's Grimmsnarl,ptcg::archetype::marnie_s_grimmsnarl ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top50
Marnie's Impidimp · DRI 134,Marnie's Impidimp,Marnie's Impidimp,Pokemon,False,True,1,DRI-134,1,Marnie's Grimmsnarl,ptcg::archetype::marnie_s_grimmsnarl ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Marnie's Morgrem · DRI 135,Marnie's Morgrem,Marnie's Morgrem,Pokemon,False,True,1,DRI-135,1,Marnie's Grimmsnarl,ptcg::archetype::marnie_s_grimmsnarl ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Max Rod · PRE 116,Max Rod,Max Rod,Trainer,False,True,1,PRE-116,3,Doublade | Mega Charizard X | Mega Venusaur,ptcg::archetype::doublade ptcg::archetype::mega_charizard_x ptcg::archetype::mega_venusaur ptcg::card_type::trainer ptcg::meta::2026_06::top50
Maximum Belt · TEF 154,Maximum Belt,Maximum Belt,Trainer,False,True,1,TEF-154,1,Rocket's Mewtwo,ptcg::archetype::rocket_s_mewtwo ptcg::card_type::trainer ptcg::meta::2026_06::top50
Mega Abomasnow ex · MEG 036,Mega Abomasnow ex,Mega Abomasnow ex,Pokemon,False,True,1,MEG-36,1,Mega Abomasnow,ptcg::archetype::mega_abomasnow ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top50
Mega Absol ex · MEG 086,Mega Absol ex,Mega Absol ex,Pokemon,False,True,1,MEG-86,2,Mega Absol Box | Toxtricity,ptcg::archetype::mega_absol_box ptcg::archetype::toxtricity ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top50
Mega Audino ex · ASC 172,Mega Audino ex,Mega Audino ex,Pokemon,False,True,1,ASC-172,1,Mega Absol Box,ptcg::archetype::mega_absol_box ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top50
Mega Charizard X ex · PFL 013,Mega Charizard X ex · PFL 013,Mega Charizard X ex,Pokemon,False,True,1,PFL-13,1,Mega Charizard X,ptcg::archetype::mega_charizard_x ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top50
Mega Charizard Y ex · ASC 022,Mega Charizard Y ex · ASC 022,Mega Charizard Y ex,Pokemon,False,True,1,ASC-22,1,Mega Charizard X,ptcg::archetype::mega_charizard_x ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top50
Mega Diancie ex · PFL 041,Mega Diancie ex · PFL 041,Mega Diancie ex,Pokemon,False,True,1,PFL-41,1,Mega Diancie,ptcg::archetype::mega_diancie ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top50
Mega Dragonite ex · ASC 152,Mega Dragonite ex,Mega Dragonite ex,Pokemon,False,True,1,ASC-152,1,Eelektrik,ptcg::archetype::eelektrik ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top50
Mega Froslass ex · ASC 047,Mega Froslass ex,Mega Froslass ex,Pokemon,False,True,1,ASC-47,5,Bronzong | Froslass Munkidori | Greninja | Mega Froslass | Mega Starmie,ptcg::archetype::bronzong ptcg::archetype::froslass_munkidori ptcg::archetype::greninja ptcg::archetype::mega_froslass ptcg::archetype::mega_starmie ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top50
Mega Greninja ex · CRI 022,Mega Greninja ex,Mega Greninja ex,Pokemon,True,True,1,CRI-22,1,Mega Greninja,ptcg::archetype::mega_greninja ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Mega Kangaskhan ex · MEP 025,Mega Kangaskhan ex,Mega Kangaskhan ex,Pokemon,True,True,1,MEG-104,9,Basic Box | Crustle | Kangaskhan Bouffalant | Lillie's Clefairy | Mega Absol Box | Mega Venusaur | Raging Bolt | Slowking | Tera Box,ptcg::archetype::basic_box ptcg::archetype::crustle ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::lillie_s_clefairy ptcg::archetype::mega_absol_box ptcg::archetype::mega_venusaur ptcg::archetype::raging_bolt ptcg::archetype::slowking ptcg::archetype::tera_box ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Mega Lopunny ex · PFL 084,Mega Lopunny ex,Mega Lopunny ex,Pokemon,False,True,1,PFL-84,2,Mega Lopunny | Mega Sharpedo,ptcg::archetype::mega_lopunny ptcg::archetype::mega_sharpedo ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top50
Mega Lucario ex · MEP 012,Mega Lucario ex · ASC 113,Mega Lucario ex,Pokemon,True,True,1,MEG-77,1,Mega Lucario,ptcg::archetype::mega_lucario ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Mega Manectric ex · MEG 050,Mega Manectric ex,Mega Manectric ex,Pokemon,False,True,1,MEG-50,1,Mega Manectric,ptcg::archetype::mega_manectric ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top50
Mega Mawile ex · MEG 094,Mega Mawile ex,Mega Mawile ex,Pokemon,False,True,1,MEG-94,2,Archaludon | Steven's Metagross,ptcg::archetype::archaludon ptcg::archetype::steven_s_metagross ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top50
Mega Meganium ex · ASC 010,Mega Meganium ex · ASC 010,Mega Meganium ex,Pokemon,False,True,1,ASC-10,1,Mega Venusaur,ptcg::archetype::mega_venusaur ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top50
Mega Sharpedo ex · PFL 061,Mega Sharpedo ex,Mega Sharpedo ex,Pokemon,False,True,1,PFL-61,1,Mega Sharpedo,ptcg::archetype::mega_sharpedo ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top50
Mega Signal · MEG 121,Mega Signal,Mega Signal,Trainer,False,True,1,MEG-121,1,Mega Sharpedo,ptcg::archetype::mega_sharpedo ptcg::card_type::trainer ptcg::meta::2026_06::top50
Mega Skarmory ex · POR 055,Mega Skarmory ex,Mega Skarmory ex,Pokemon,False,True,1,POR-55,1,Steven's Metagross,ptcg::archetype::steven_s_metagross ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top50
Mega Starmie ex · POR 021,Mega Starmie ex,Mega Starmie ex,Pokemon,False,True,1,POR-21,5,Eelektrik | Greninja | Mega Froslass | Mega Starmie | Palafin,ptcg::archetype::eelektrik ptcg::archetype::greninja ptcg::archetype::mega_froslass ptcg::archetype::mega_starmie ptcg::archetype::palafin ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top50
Mega Venusaur ex · MEG 003,Mega Venusaur ex,Mega Venusaur ex,Pokemon,False,True,1,MEG-3,1,Mega Venusaur,ptcg::archetype::mega_venusaur ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top50
Meganium · MEG 010,Meganium · MEG 010,Meganium,Pokemon,True,True,1,MEG-10,2,Mega Venusaur | Ogerpon Meganium,ptcg::archetype::mega_venusaur ptcg::archetype::ogerpon_meganium ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Meowth ex · POR 062,Meowth ex,Meowth ex,Pokemon,True,True,1,POR-62,19,Archaludon | Basic Box | Bronzong | Dragapult | Greninja | Joltik Box | Lillie's Clefairy | Mega Charizard X | Mega Diancie | Mega Greninja | Mega Manectric | Mega Starmie | Metagross | N's Zoroark | Ogerpon Meganium | Palafin | Raging Bolt | Slowking | Steven's Metagross,ptcg::archetype::archaludon ptcg::archetype::basic_box ptcg::archetype::bronzong ptcg::archetype::dragapult ptcg::archetype::greninja ptcg::archetype::joltik_box ptcg::archetype::lillie_s_clefairy ptcg::archetype::mega_charizard_x ptcg::archetype::mega_diancie ptcg::archetype::mega_greninja ptcg::archetype::mega_manectric ptcg::archetype::mega_starmie ptcg::archetype::metagross ptcg::archetype::n_s_zoroark ptcg::archetype::ogerpon_meganium ptcg::archetype::palafin ptcg::archetype::raging_bolt ptcg::archetype::slowking ptcg::archetype::steven_s_metagross ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Metagross · CRI 061,Metagross · CRI 061,Metagross,Pokemon,True,True,1,CRI-61,2,Metagross | Slowking,ptcg::archetype::metagross ptcg::archetype::slowking ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Metal Energy · DP 130,Metal Energy,Metal Energy,Energy,False,True,1,MEE-8,5,Archaludon | Hydreigon | Joltik Box | Metagross | Steven's Metagross,ptcg::archetype::archaludon ptcg::archetype::hydreigon ptcg::archetype::joltik_box ptcg::archetype::metagross ptcg::archetype::steven_s_metagross ptcg::card_type::energy ptcg::meta::2026_06::top50
Metang · SVP 090,Metang · TEF 114,Metang,Pokemon,False,True,1,TEF-114,1,Metagross,ptcg::archetype::metagross ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Miracle Headset · SSP 183,Miracle Headset,Miracle Headset,Trainer,True,True,1,SSP-183,1,Rocket's Honchkrow,ptcg::archetype::rocket_s_honchkrow ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Mist Energy · TEF 161,Mist Energy,Mist Energy,Energy,False,True,1,TEF-161,6,Crustle | Doublade | Hop's Trevenant | Kangaskhan Bouffalant | Mega Lopunny | Sylveon,ptcg::archetype::crustle ptcg::archetype::doublade ptcg::archetype::hop_s_trevenant ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::mega_lopunny ptcg::archetype::sylveon ptcg::card_type::energy ptcg::meta::2026_06::top50
Moltres · PFL 014,Moltres,Moltres,Pokemon,True,True,1,PFL-14,4,Basic Box | Lillie's Clefairy | Mega Absol Box | Mega Lopunny,ptcg::archetype::basic_box ptcg::archetype::lillie_s_clefairy ptcg::archetype::mega_absol_box ptcg::archetype::mega_lopunny ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Morty's Conviction · TEF 155,Morty's Conviction,Morty's Conviction,Trainer,False,True,1,TEF-155,1,Okidogi,ptcg::archetype::okidogi ptcg::card_type::trainer ptcg::meta::2026_06::top50
Munkidori · TWM 095,Munkidori,Munkidori,Pokemon,True,True,1,ASC-99,15,Basic Box | Bloodmoon Ursaluna | Bronzong | Dragapult | Froslass Munkidori | Kangaskhan Bouffalant | Marnie's Grimmsnarl | Mega Absol Box | Mega Froslass | Mega Sharpedo | Mega Starmie | N's Zoroark | Palafin | Sylveon | Toxtricity,ptcg::archetype::basic_box ptcg::archetype::bloodmoon_ursaluna ptcg::archetype::bronzong ptcg::archetype::dragapult ptcg::archetype::froslass_munkidori ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::marnie_s_grimmsnarl ptcg::archetype::mega_absol_box ptcg::archetype::mega_froslass ptcg::archetype::mega_sharpedo ptcg::archetype::mega_starmie ptcg::archetype::n_s_zoroark ptcg::archetype::palafin ptcg::archetype::sylveon ptcg::archetype::toxtricity ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Mystery Garden · MEG 122,Mystery Garden,Mystery Garden,Trainer,False,True,1,MEG-122,1,Mega Diancie,ptcg::archetype::mega_diancie ptcg::card_type::trainer ptcg::meta::2026_06::top50
N's Castle · JTG 152,N's Castle,N's Castle,Trainer,True,True,1,JTG-152,1,N's Zoroark,ptcg::archetype::n_s_zoroark ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
N's Darmanitan · ASC 033,N's Darmanitan · ASC 033,N's Darmanitan,Pokemon,True,True,1,ASC-33,1,N's Zoroark,ptcg::archetype::n_s_zoroark ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
N's Darumaka · JTG 026,N's Darumaka,N's Darumaka,Pokemon,True,True,1,ASC-32,1,N's Zoroark,ptcg::archetype::n_s_zoroark ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
N's PP Up · JTG 153,N's PP Up,N's PP Up,Trainer,True,True,1,ASC-195,1,N's Zoroark,ptcg::archetype::n_s_zoroark ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
N's Zekrom · MEP 031,N's Zekrom,N's Zekrom,Pokemon,True,True,1,ASC-155,1,N's Zoroark,ptcg::archetype::n_s_zoroark ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
N's Zoroark ex · ASC 137,N's Zoroark ex · ASC 137,N's Zoroark ex,Pokemon,True,True,1,ASC-137,2,Eelektrik | N's Zoroark,ptcg::archetype::eelektrik ptcg::archetype::n_s_zoroark ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
N's Zorua · SVP 189,N's Zorua,N's Zorua,Pokemon,True,True,1,ASC-136,2,Eelektrik | N's Zoroark,ptcg::archetype::eelektrik ptcg::archetype::n_s_zoroark ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Neo Upper Energy · TEF 162,Neo Upper Energy,Neo Upper Energy,Energy,True,True,1,TEF-162,3,Cynthia's Garchomp | Hydreigon | Mega Greninja,ptcg::archetype::cynthia_s_garchomp ptcg::archetype::hydreigon ptcg::archetype::mega_greninja ptcg::card_type::energy ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Neutralization Zone · SFA 060,Neutralization Zone,Neutralization Zone,Trainer,False,True,1,SFA-60,1,Froslass Munkidori,ptcg::archetype::froslass_munkidori ptcg::card_type::trainer ptcg::meta::2026_06::top50
Night Stretcher · SFA 061,Night Stretcher,Night Stretcher,Trainer,True,True,1,ASC-196,44,Alakazam | Archaludon | Basic Box | Beedrill | Bloodmoon Ursaluna | Bronzong | Ceruledge | Cynthia's Garchomp | Decidueye | Doublade | Dragapult | Eelektrik | Ethan's Typhlosion | Festival Lead | Flareon | Froslass Munkidori | Greninja | Hop's Trevenant | Joltik Box | Kangaskhan Bouffalant | Marnie's Grimmsnarl | Mega Absol Box | Mega Charizard X | Mega Diancie | Mega Froslass | Mega Greninja | Mega Lopunny | Mega Sharpedo | Mega Starmie | Mega Venusaur | Metagross | N's Zoroark | Ogerpon Meganium | Okidogi | Palafin | Raging Bolt | Rocket's Honchkrow | Rocket's Mewtwo | Rocket's Spidops | Slowking | Steven's Metagross | Sylveon | Tera Box | Toxtricity,ptcg::archetype::alakazam ptcg::archetype::archaludon ptcg::archetype::basic_box ptcg::archetype::beedrill ptcg::archetype::bloodmoon_ursaluna ptcg::archetype::bronzong ptcg::archetype::ceruledge ptcg::archetype::cynthia_s_garchomp ptcg::archetype::decidueye ptcg::archetype::doublade ptcg::archetype::dragapult ptcg::archetype::eelektrik ptcg::archetype::ethan_s_typhlosion ptcg::archetype::festival_lead ptcg::archetype::flareon ptcg::archetype::froslass_munkidori ptcg::archetype::greninja ptcg::archetype::hop_s_trevenant ptcg::archetype::joltik_box ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::marnie_s_grimmsnarl ptcg::archetype::mega_absol_box ptcg::archetype::mega_charizard_x ptcg::archetype::mega_diancie ptcg::archetype::mega_froslass ptcg::archetype::mega_greninja ptcg::archetype::mega_lopunny ptcg::archetype::mega_sharpedo ptcg::archetype::mega_starmie ptcg::archetype::mega_venusaur ptcg::archetype::metagross ptcg::archetype::n_s_zoroark ptcg::archetype::ogerpon_meganium ptcg::archetype::okidogi ptcg::archetype::palafin ptcg::archetype::raging_bolt ptcg::archetype::rocket_s_honchkrow ptcg::archetype::rocket_s_mewtwo ptcg::archetype::rocket_s_spidops ptcg::archetype::slowking ptcg::archetype::steven_s_metagross ptcg::archetype::sylveon ptcg::archetype::tera_box ptcg::archetype::toxtricity ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Nighttime Mine · ASC 197,Nighttime Mine,Nighttime Mine,Trainer,True,True,1,ASC-197,3,Alakazam | Froslass Munkidori | Kangaskhan Bouffalant,ptcg::archetype::alakazam ptcg::archetype::froslass_munkidori ptcg::archetype::kangaskhan_bouffalant ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Nitro Fire Energy · CRI 086,Nitro Fire Energy,Nitro Fire Energy,Energy,False,True,1,CRI-86,1,Mega Charizard X,ptcg::archetype::mega_charizard_x ptcg::card_type::energy ptcg::meta::2026_06::top50
Noctowl · SVP 141,Noctowl · PRE 078,Noctowl,Pokemon,True,True,1,SCR-115,4,Flareon | Hydreigon | Ogerpon Meganium | Tera Box,ptcg::archetype::flareon ptcg::archetype::hydreigon ptcg::archetype::ogerpon_meganium ptcg::archetype::tera_box ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
